Time,Car,X,Y,"Distance to BS(4982,905)"
13059,1597,4971,305,599
13059,1661,4969,715,189
13059,1942,5478,346,747
13060,1597,4971,303,601
13060,1661,4932,738,173
13060,1942,5218,533,440
13061,1661,4736,877,247
13061,1942,4913,746,172
13061,1597,4970,303,601
13062,1942,4600,978,388
13062,1597,4953,305,600
13064,4825,5044,1129,232
13065,4825,4917,794,127
13066,4825,4917,794,127
13069,4786,4809,785,209
13070,4786,4842,765,197
13071,4786,4842,765,197
13072,2539,4713,887,268
13072,4786,4976,680,224
13073,2539,4884,758,176
13073,4786,5328,437,582
13074,2539,4974,889,17
13075,2539,5115,1255,374
13087,2948,5045,1146,249
13087,3010,5445,394,689
13088,3010,5226,549,431
13088,2948,4833,638,305
13088,920,4758,843,231
13089,920,4832,777,196
13089,3010,5216,547,427
13090,4723,5495,342,761
13090,3010,5120,601,333
13090,920,4855,761,190
13091,3010,4940,798,114
13091,920,5099,587,338
13091,4723,5115,607,326
13092,4723,4935,725,185
13092,3010,5081,1164,277
13092,920,5142,562,378
13093,4723,4937,732,177
13093,920,5210,609,373
13094,4723,4938,730,179
13094,920,5382,752,428
13095,4723,4937,730,179
13096,4723,4878,781,161
13097,4723,4514,1042,487
13099,4269,4525,1013,469
13100,2746,4661,883,321
13100,4269,4852,779,180
13101,4269,4853,783,177
13101,2746,4940,671,237
13102,477,5377,419,625
13102,2746,5242,433,538
13102,4269,4890,752,177
13103,4269,5028,1009,114
13103,477,5029,638,270
13104,477,4920,688,225
13105,477,4920,688,225
13106,477,4920,688,225
13107,477,4920,688,225
13107,8,5039,1115,218
13108,8,4843,640,298
13108,477,4854,752,198
13109,477,4520,1013,474
13110,2072,5055,1162,267
13111,2072,4789,533,418
13118,3377,4690,889,292
13119,1332,4713,336,628
13119,3377,4828,777,199
13120,3120,4803,800,206
13120,1332,4819,568,373
13120,3377,4874,740,196
13121,3377,5181,531,423
13121,237,5374,431,615
13121,1332,5075,1164,275
13121,3120,5127,570,364
13122,237,5056,651,264
13123,237,4950,723,184
13124,237,4950,723,184
13125,237,4954,732,174
13126,237,4909,761,160
13127,237,4700,906,281
13131,995,4614,937,369
13132,995,4869,748,192
13133,995,5203,508,454
13136,1200,4721,858,264
13137,1200,4844,761,198
13138,1200,4943,690,218
13139,1200,5314,433,577
13140,5181,5417,384,678
13141,5181,5203,531,434
13142,5181,5201,531,432
13143,5181,5141,576,365
13144,5181,4853,781,178
13144,2227,5235,537,446
13145,5181,4561,997,430
13145,353,4808,748,233
13145,5320,4642,930,340
13145,2227,4910,730,187
13146,2227,4641,941,342
13146,5320,4818,790,199
13146,353,5361,375,651
13147,5320,4845,765,194
13148,5320,4845,765,194
13149,5320,4854,758,194
13150,5320,4914,717,199
13151,5320,5069,609,308
13152,5320,5253,477,506
13153,5320,5479,315,771
13155,5289,4617,949,366
13156,5289,4841,794,178
13156,4536,5215,533,438
13157,5289,4894,760,169
13157,4536,4989,686,218
13158,5289,4974,889,17
13158,4536,4934,709,200
13159,4536,4934,709,200
13159,5289,5121,1264,385
13160,4536,4929,703,207
13161,4536,4927,696,215
13162,4536,4845,761,197
13163,4536,4629,947,355
13177,4599,5313,469,547
13178,4599,4983,715,189
13179,4599,4948,748,160
13179,4787,4591,976,396
13180,4787,4900,729,193
13180,4599,4947,744,164
13181,3335,5306,460,550
13181,4787,5211,502,463
13181,4599,4945,744,164
13182,3335,4978,674,230
13182,4599,4889,744,185
13183,3335,4915,717,198
13183,4599,4601,997,391
13184,3335,4915,717,198
13185,3335,4915,717,198
13186,3335,4827,783,196
13187,3335,4524,980,463
13187,2876,5279,500,502
13188,2876,4949,730,177
13189,2876,4943,734,174
13190,2876,4943,734,174
13191,3411,5424,382,684
13191,2876,4942,732,176
13192,3411,5150,587,358
13192,4615,4656,891,325
13192,2876,4818,821,183
13193,4615,5057,605,309
13193,3411,4838,796,179
13197,5480,4673,1289,493
13198,5480,4932,1098,199
13199,5480,4945,901,36
13200,5480,4914,825,104
13201,5480,4898,789,142
13202,3212,5236,520,461
13202,5480,4887,763,170
13203,5480,4885,761,172
13203,3212,5202,545,421
13204,3212,5121,609,327
13204,5480,5066,611,305
13205,3212,4832,818,173
13205,5480,5334,425,595
13206,2706,5494,338,763
13206,3212,4549,1023,448
13207,2706,5211,543,428
13208,2706,5203,541,425
13209,2706,5203,541,425
13209,5277,5031,1092,194
13210,2706,5062,649,267
13210,5277,4827,620,323
13211,2706,4687,916,294
13214,5410,5215,547,426
13215,5410,5202,539,426
13216,5410,5099,613,314
13216,4614,4584,966,402
13217,5410,4738,872,245
13217,4614,4993,669,236
13218,4614,5129,473,455
13223,693,4887,1104,220
13224,693,4948,916,35
13225,693,4908,771,152
13226,693,4908,771,152
13226,4177,4912,819,110
13227,4177,5035,624,285
13227,693,5030,647,261
13228,4177,5087,394,521
13228,693,5264,483,507
13229,4177,5040,390,517
13231,1067,5016,1059,158
13232,1067,4756,442,514
13233,2660,4587,951,396
13234,2660,4700,872,283
13235,2660,4845,771,190
13236,2660,4814,810,192
13237,2660,4685,918,297
13238,2660,4650,945,334
13239,181,4609,951,375
13239,2660,4532,1023,464
13240,2660,4523,1032,476
13240,181,4855,783,175
13241,2660,4523,1032,476
13241,181,4772,858,214
13242,2615,4781,821,217
13243,2615,4842,785,184
13244,2615,4842,785,184
13245,2615,4842,785,184
13246,1090,5387,423,629
13246,2615,4955,692,214
13247,2615,5276,460,533
13247,599,4802,810,203
13247,1090,5033,671,239
13248,599,5191,526,433
13248,1090,4942,736,172
13249,296,4792,827,204
13249,1090,4942,738,171
13249,599,5496,315,782
13250,1090,4942,738,171
13250,296,4942,729,180
13251,1090,4942,736,172
13251,296,5235,495,481
13252,1090,4883,777,161
13253,1090,4557,1007,436
13261,2888,4681,903,300
13262,2888,4842,785,184
13263,2888,4841,777,190
13263,3889,5353,450,586
13264,3889,5051,669,245
13264,2888,4882,748,185
13265,2888,5171,545,406
13265,3889,4713,903,268
13265,4917,5491,351,752
13266,2888,5489,324,770
13266,4917,5079,638,283
13267,5537,4653,918,328
13267,4917,4943,717,191
13268,5537,4827,802,185
13268,4917,4942,727,182
13269,4917,4942,727,182
13269,5537,4826,798,188
13269,4856,5059,1166,272
13270,5537,4883,758,176
13270,4856,4817,622,326
13270,4917,4892,748,180
13271,4917,4625,957,360
13271,5537,5146,564,377
13272,5537,5498,324,776
13275,5478,5333,458,568
13276,5478,5146,584,360
13277,5478,4842,802,173
13278,3988,5097,622,305
13278,5478,4500,1055,504
13278,4673,4577,968,409
13279,3988,4927,707,204
13279,4673,4838,769,197
13280,3988,4927,709,202
13280,4673,4841,769,195
13281,3988,4932,694,216
13281,4673,4841,769,195
13282,4673,4841,769,195
13282,3988,4880,732,199
13283,3988,4601,963,384
13283,4673,4920,701,212
13284,4673,5331,415,600
13289,2728,4786,831,209
13289,4396,4531,1017,464
13289,1682,5228,543,437
13290,1682,4959,736,169
13290,2728,4841,777,190
13290,4396,4827,796,188
13290,2159,4692,914,289
13291,2728,4845,777,186
13291,2159,4826,800,187
13291,931,5384,388,654
13291,1682,4942,738,171
13291,4396,4850,777,182
13292,2728,4848,781,182
13292,4396,4850,777,182
13292,931,5200,535,428
13292,1682,4940,736,173
13292,2159,4826,800,187
13293,2159,4826,800,187
13293,5382,4942,922,43
13293,2728,4873,758,182
13293,1682,4940,736,173
13293,4396,4850,777,182
13293,931,5216,537,435
13294,1682,4908,769,154
13294,5382,4900,808,126
13294,2530,5474,346,744
13294,4396,4988,680,224
13294,2728,5173,543,409
13294,2159,4838,789,184
13294,931,5119,603,331
13295,5382,4900,808,126
13295,1682,4722,899,259
13295,2530,5084,626,296
13295,931,4767,825,228
13295,4396,5392,388,659
13295,2159,5102,597,330
13296,2159,5415,388,674
13296,2530,4873,715,218
13296,1682,4516,1048,486
13296,5382,4900,808,126
13297,5382,4838,632,308
13297,2530,4705,328,639
13298,5382,4747,429,530
13298,2530,4752,402,552
13299,2530,4752,402,552
13299,5382,4739,411,549
13300,2530,4880,657,267
13300,3361,4994,1046,141
13300,5382,4743,396,561
13301,2530,5034,642,268
13301,3361,4914,831,99
13301,5382,4764,427,524
13302,5531,4527,1007,465
13302,5382,4764,427,524
13302,2530,5397,373,674
13302,3361,4903,763,161
13303,3361,4903,763,161
13303,5382,4764,427,524
13303,5531,4796,814,206
13304,5382,4764,427,524
13304,3361,5019,642,265
13304,5531,4843,779,187
13305,5382,4764,427,524
13305,3361,5289,458,542
13305,5531,4843,779,187
13306,5382,4764,427,524
13306,5531,4899,736,187
13307,5531,5155,537,406
13307,5382,4764,427,524
13308,5382,4764,427,524
13308,4502,4705,874,278
13308,5531,5060,324,585
13309,5382,4771,440,509
13309,4502,4848,769,190
13309,1020,5284,500,505
13310,5382,4942,690,218
13310,1020,5149,587,358
13310,4502,4848,767,191
13311,1020,4870,781,166
13311,5382,5154,564,381
13311,4502,4850,765,191
13312,4502,4976,674,230
13312,5382,5269,479,513
13312,1020,4658,935,324
13313,4502,5368,404,632
13316,1481,4597,974,390
13316,142,4791,1198,350
13317,1481,4812,829,185
13317,142,4696,935,287
13318,1481,4890,765,166
13319,3722,4711,885,271
13319,3628,4809,1191,334
13319,1481,4894,761,167
13320,3628,4968,980,76
13320,1493,4680,901,301
13320,3722,4843,789,180
13320,1481,4961,866,43
13321,3628,4888,800,140
13321,1493,4854,783,176
13321,3722,4837,794,181
13321,1481,5102,1274,388
13322,2500,5357,444,593
13322,1493,4843,806,170
13322,3722,4837,794,181
13322,3628,4888,798,141
13323,2500,5215,537,435
13323,3628,4747,887,235
13323,3722,4837,794,181
13323,1493,4643,941,340
13324,600,4596,947,387
13324,2500,5160,568,380
13324,3722,4863,765,182
13324,3628,4527,1053,477
13325,3722,5158,547,399
13325,2500,4925,736,177
13325,600,4873,698,233
13325,2616,5395,419,637
13326,600,4732,425,540
13326,2616,5067,657,261
13326,1624,4655,918,327
13326,3722,5484,307,780
13326,2500,5029,1026,130
13327,2616,4947,719,188
13327,600,4616,522,529
13327,1624,4853,773,183
13328,2616,4948,715,192
13328,1624,4853,773,183
13328,1651,5324,460,561
13328,600,4587,628,481
13329,1624,4853,773,183
13329,2616,4948,715,192
13329,1651,5210,543,427
13329,600,4629,593,470
13330,2616,4899,746,178
13330,600,4638,591,464
13330,1760,4774,827,221
13330,1651,5101,622,306
13330,1624,5005,667,238
13331,1651,4955,841,68
13331,1624,5485,321,771
13331,600,4586,636,478
13331,1760,5145,562,379
13331,2616,4630,959,355
13332,3817,5132,466,464
13332,1651,5094,1208,323
13332,600,4580,651,474
13333,3817,5333,431,589
13333,600,4647,748,369
13334,600,4672,858,312
13335,600,4842,796,176
13336,600,4842,796,176
13336,197,4671,903,310
13336,3816,4504,1032,494
13337,3816,4843,783,184
13337,197,4865,773,175
13337,600,4970,711,193
13338,197,4925,792,125
13338,600,5146,587,357
13338,3816,5126,574,360
13338,2968,4862,1171,292
13339,600,5146,587,357
13339,197,5091,1204,319
13339,2968,4899,1121,231
13339,4969,4640,930,342
13340,4969,4838,781,189
13340,2968,4898,1123,234
13340,600,5059,647,268
13341,600,4959,715,190
13341,5383,4930,893,52
13341,4969,4836,790,185
13341,2968,4900,1121,231
13342,5383,4774,852,213
13342,600,4959,715,190
13342,5436,4821,1185,323
13342,4969,4836,790,185
13342,2968,4900,1121,231
13343,2968,4900,1115,225
13343,2747,5496,338,765
13343,4969,4836,790,185
13343,5436,4715,959,272
13343,600,4919,750,166
13344,600,4672,945,312
13344,2968,4930,1092,194
13344,4969,4907,744,177
13344,5436,4696,912,285
13344,2747,5110,616,315
13345,4969,5274,473,521
13345,2747,4949,721,186
13345,5436,4609,959,376
13345,2968,4938,908,43
13345,633,4715,804,285
13346,2747,4939,721,188
13346,2968,4904,821,113
13346,633,4781,763,245
13346,159,4635,934,347
13347,2968,4904,821,113
13347,2747,4932,719,192
13347,633,4849,721,226
13347,159,4842,796,176
13348,2968,4904,821,113
13348,2747,4887,758,174
13348,633,5196,404,544
13348,159,4873,777,167
13349,159,4888,765,167
13349,2247,4637,924,344
13349,2968,4893,773,158
13349,1532,5419,384,679
13349,2747,4667,918,314
13350,2247,4697,883,285
13350,159,4963,856,51
13350,2968,4893,773,158
13350,1532,5021,669,239
13351,2247,4697,883,285
13351,4515,4693,891,288
13351,1532,4963,711,194
13351,159,5076,1146,259
13351,2968,5049,624,288
13352,1532,4963,711,194
13352,4515,4850,775,184
13352,2247,4812,800,199
13352,2968,5291,454,546
13353,1532,4963,711,194
13353,2247,4779,510,443
13353,4515,4850,775,184
13354,1532,4894,758,170
13354,2247,4738,365,591
13354,3000,5040,1158,260
13354,428,5348,446,586
13354,4515,4853,775,182
13355,428,5030,667,242
13355,1532,4577,992,413
13355,1980,4812,806,196
13355,3000,4905,812,120
13355,2247,4894,696,226
13355,4515,5211,514,452
13356,428,4722,885,260
13356,2247,4900,709,211
13356,3000,4905,810,121
13356,1980,5205,520,444
13357,3000,4902,765,160
13357,2247,4751,872,233
13358,2247,4559,1007,435
13358,3000,4902,765,160
13359,3000,5054,632,282
13360,3000,5301,456,550
13360,4009,5177,562,394
13361,4009,4934,729,182
13362,4009,4754,872,229
13363,4009,4611,974,376
13365,2273,5412,409,655
13366,2273,5175,574,382
13367,2273,4882,787,154
13367,5538,4796,843,195
13368,5538,4860,789,167
13368,1997,4693,901,288
13368,2273,4692,918,289
13369,5538,4929,783,132
13369,2273,4545,1026,453
13369,1997,4855,783,175
13370,2840,4523,1011,471
13370,4264,5235,514,465
13370,5538,5069,1164,273
13370,1997,4855,783,175
13371,2840,4812,810,194
13371,4264,5216,533,439
13371,1997,4855,783,175
13371,2358,5454,375,709
13372,2840,4822,792,195
13372,2358,5168,580,374
13372,4264,5155,576,371
13372,1997,4895,756,171
13372,4901,5050,1150,255
13373,2840,5000,661,244
13373,4901,4849,665,273
13373,2358,4872,794,155
13373,1997,4895,756,171
13373,1440,4683,893,298
13373,4264,4903,750,173
13374,4264,4736,885,246
13374,1997,4991,934,30
13374,290,5197,547,417
13374,2840,5268,475,516
13374,2358,4655,939,328
13374,1440,4849,777,183
13375,4264,4597,990,393
13375,1440,4849,777,183
13375,290,4947,725,183
13376,1440,4849,777,183
13376,290,4948,725,182
13377,1440,4849,777,183
13377,290,4947,723,185
13378,1440,4938,719,190
13378,290,4878,771,168
13379,1440,5368,406,631
13379,1547,4801,814,202
13379,850,4683,906,298
13379,290,4700,897,282
13380,850,4853,777,181
13380,1547,5141,570,370
13381,850,4853,777,181
13382,850,4842,777,189
13383,850,4842,777,189
13383,2614,4949,945,52
13384,850,4909,730,188
13384,2614,4703,906,278
13385,4286,4592,964,393
13385,2166,5185,549,409
13385,850,5154,545,398
13386,4286,4858,761,189
13386,2166,4950,707,199
13386,2643,4814,1189,329
13387,2643,4725,964,263
13387,2166,4935,696,213
13387,1533,4525,1017,470
13387,4286,4863,761,185
13388,1533,4742,860,243
13388,2166,4935,696,213
13388,4286,4863,761,185
13388,2643,4716,945,268
13389,4286,4869,761,181
13389,1533,4803,806,203
13389,1761,4707,862,277
13389,2643,4701,906,280
13389,2166,4935,696,213
13390,2166,4874,761,178
13390,1761,4794,821,204
13390,1533,4816,792,200
13390,4286,4934,723,187
13391,4286,5274,467,526
13391,3455,4615,947,369
13391,1533,4986,680,224
13391,1761,4965,692,213
13391,2166,4633,932,349
13392,4150,5060,1193,298
13392,1761,5367,408,628
13392,3455,4831,779,196
13392,1533,5243,487,492
13393,3455,4860,701,236
13393,4150,4903,823,113
13394,4150,4858,792,166
13394,3455,4857,692,246
13395,4150,4756,866,229
13395,3455,4858,696,242
13396,4150,4627,941,356
13396,4042,4747,852,240
13396,4703,5292,475,529
13396,4827,5111,429,493
13396,3455,4854,686,252
13397,3455,4756,458,500
13397,4042,4817,783,204
13397,4703,5021,657,250
13397,4827,5141,493,441
13398,4042,4829,777,198
13398,3455,4753,452,506
13398,4827,5141,493,441
13398,4703,4903,711,208
13399,3455,4763,475,481
13399,4042,5086,580,341
13399,4703,4903,711,208
13399,4827,5141,493,441
13400,4827,5131,601,338
13400,4042,5490,307,784
13400,4703,4903,711,208
13400,3455,4761,469,487
13401,4827,4938,734,175
13401,725,5177,572,385
13401,4703,4903,711,208
13401,3455,4762,473,483
13402,4827,5010,997,97
13402,725,5316,854,337
13402,3455,4834,665,281
13402,4703,4859,752,195
13403,3455,4862,709,229
13403,4703,4611,955,373
13403,4827,5120,1274,394
13403,725,5394,1208,512
13404,3455,4862,709,229
13404,933,4626,926,356
13405,933,4839,765,199
13405,3455,4899,736,187
13405,5090,5439,386,691
13406,933,4844,761,198
13406,5090,5227,533,445
13406,3455,4903,744,178
13407,933,4844,761,198
13407,549,4703,887,278
13407,5090,5228,533,445
13407,3455,4771,858,215
13408,549,4782,831,212
13408,5090,5188,560,401
13408,3455,4650,943,334
13408,933,4885,729,200
13408,2177,4767,837,224
13409,549,4842,787,182
13409,3455,4551,1011,443
13409,3091,4545,997,446
13409,2177,4849,773,186
13409,5384,4606,941,377
13409,933,5161,531,414
13409,5090,4915,754,164
13410,549,5100,597,329
13410,3939,4556,980,431
13410,933,5442,336,731
13410,5090,4812,839,181
13410,5384,4781,798,227
13410,2177,4855,769,184
13410,3091,4713,868,270
13410,5091,4947,1082,181
13411,5384,4787,785,228
13411,549,5144,568,373
13411,5090,4656,963,330
13411,2177,4855,771,183
13411,3091,4711,866,273
13411,5091,4915,792,130
13411,3939,4827,794,189
13412,2177,4855,769,184
13412,5091,5106,964,138
13412,3091,4807,816,195
13412,549,5144,568,373
13412,646,4559,988,430
13412,5384,4963,680,225
13412,3939,4837,789,185
13412,5003,4660,1286,498
13413,5091,5313,827,340
13413,3091,4808,818,194
13413,5384,5286,433,561
13413,3939,4838,789,184
13413,549,5144,568,373
13413,3540,5030,1148,248
13413,646,4803,812,201
13413,2177,4959,701,204
13413,5003,4783,1133,302
13414,549,5200,527,435
13414,3091,4809,819,192
13414,249,4671,918,310
13414,5091,5287,808,320
13414,5003,4723,984,270
13414,3540,4918,858,78
13414,2177,5287,464,536
13414,3939,4872,763,178
13414,646,4801,816,201
13415,549,5484,322,768
13415,3939,4875,769,171
13415,5003,4702,951,283
13415,646,4807,578,370
13415,3091,4853,787,174
13415,3540,4917,852,83
13415,5091,5193,597,373
13415,249,4860,769,181
13415,3735,5082,359,554
13416,5091,5198,597,376
13416,932,5256,506,483
13416,3091,4860,781,173
13416,5003,4667,947,317
13416,3939,4913,777,144
13416,249,5134,564,372
13416,2952,4574,974,413
13416,646,4731,346,612
13416,3540,4917,852,83
13416,3735,5055,653,261
13416,2348,5429,392,680
13417,3540,4910,829,103
13417,3091,5008,1003,102
13417,646,4804,365,567
13417,3939,5071,1137,248
13417,5091,5193,599,371
13417,2348,5212,543,428
13417,932,4971,705,199
13417,3735,4973,715,189
13417,2952,4837,781,190
13418,2952,4844,771,191
13418,2810,5157,520,423
13418,646,4818,373,556
13418,5091,5232,502,473
13418,3540,4899,760,166
13418,932,4966,707,197
13418,2348,5207,547,422
13418,3735,4963,721,184
13419,3735,4834,814,173
13419,2810,4999,692,213
13419,3540,5051,626,287
13419,2952,4848,771,188
13419,2348,5206,547,422
13419,646,4791,491,455
13419,932,4965,707,197
13420,2810,4857,802,161
13420,3955,4511,1026,485
13420,2348,5183,568,392
13420,3540,5252,467,513
13420,932,4950,721,186
13420,2410,5256,502,486
13420,3735,4762,864,223
13420,2952,4869,756,186
13420,2099,4758,868,226
13420,5172,4999,1059,155
13420,646,4822,469,463
13421,2348,4943,729,180
13421,2099,4829,798,185
13421,3955,4872,760,181
13421,1850,4550,995,441
13421,2952,5089,599,323
13421,3735,4650,943,334
13421,646,4887,638,283
13421,5172,4912,814,114
13421,932,4821,814,184
13421,2410,4929,742,170
13421,2810,4762,862,223
13422,932,4685,914,297
13422,2410,4837,802,177
13422,646,4887,638,283
13422,2099,5038,611,299
13422,1850,4836,779,192
13422,2952,5474,322,762
13422,2810,4616,964,370
13422,5172,4909,819,111
13422,2348,4845,804,169
13422,3955,5172,541,410
13423,2099,5379,398,644
13423,1850,4834,773,197
13423,5172,4897,775,154
13423,2410,4722,881,260
13423,646,4940,758,152
13423,2348,4743,866,241
13424,1850,4908,734,185
13424,5172,4893,779,153
13424,2348,4570,1011,425
13424,3348,4843,1142,275
13424,646,5116,1229,351
13424,2410,4506,1046,495
13425,3348,4919,1003,116
13425,1656,4673,905,308
13425,1850,5131,582,355
13425,5172,4995,663,242
13426,1656,4812,819,189
13426,3138,4705,908,276
13426,5172,5274,471,522
13426,3348,4898,823,116
13426,1850,5131,584,354
13427,3138,4869,686,245
13427,1656,4848,792,174
13427,724,5352,464,575
13427,1850,5025,659,249
13427,3348,4898,823,116
13428,1850,4924,727,186
13428,1656,4863,779,172
13428,4826,4527,997,463
13428,3554,4687,885,295
13428,3138,4774,467,483
13428,724,5213,551,423
13428,3348,4898,823,116
13429,1656,5016,1007,108
13429,724,5213,551,423
13429,3348,4879,800,146
13429,4826,4527,997,463
13429,3915,4672,905,309
13429,3138,4733,363,595
13429,1850,4924,727,186
13429,3554,4845,796,173
13430,3915,4799,810,205
13430,3138,4776,438,509
13430,1850,4842,789,181
13430,3348,4879,800,146
13430,724,5152,593,355
13430,5423,4569,980,419
13430,3554,4845,796,173
13431,3348,4951,717,189
13431,5423,4773,837,219
13431,3915,4802,812,202
13431,3138,4889,758,173
13431,3554,4845,796,173
13431,5059,5005,1067,164
13431,1226,4730,1032,282
13431,1850,4629,949,355
13431,724,4845,800,171
13432,724,4625,955,360
13432,3138,4663,912,318
13432,3915,4983,672,232
13432,5423,4793,823,205
13432,3348,5228,481,490
13432,5121,4860,1299,412
13432,1226,4599,980,390
13432,3554,4903,740,182
13432,5059,4907,812,119
13432,3890,5206,547,422
13433,3890,4912,760,160
13433,3160,4852,787,175
13433,3104,5293,485,522
13433,5423,4985,684,220
13433,3915,5337,423,598
13433,3554,5278,475,521
13433,5121,4766,1067,270
13433,5059,4907,810,120
13434,5423,5228,502,471
13434,3160,4852,787,175
13434,3890,4722,893,259
13434,5121,4717,951,268
13434,3221,5006,1055,152
13434,3104,5023,684,224
13434,5059,4907,810,120
13435,3160,4852,787,175
13435,3104,4966,721,184
13435,5059,4903,769,156
13435,5121,4609,980,380
13435,3221,4899,773,155
13436,3104,4965,719,186
13436,2305,5213,541,431
13436,3160,4854,779,178
13436,3221,4895,765,163
13436,5059,4903,767,158
13437,5059,5052,622,291
13437,3160,4956,700,206
13437,2305,5212,543,428
13437,3462,5364,433,607
13437,3221,5009,655,250
13437,3104,4964,719,186
13438,5059,5272,473,519
13438,3160,5134,477,453
13438,3462,5292,485,521
13438,3264,5024,1096,196
13438,3221,5192,527,431
13438,2305,5157,591,359
13438,3104,4934,738,172
13438,427,4592,963,393
13439,3264,4833,642,301
13439,2852,4596,959,389
13439,2305,4887,761,171
13439,3104,4717,893,264
13439,5345,4690,895,292
13439,3462,4929,748,165
13439,427,4923,723,190
13440,3462,4803,837,190
13440,2852,4832,789,189
13440,427,5117,566,364
13440,5345,4850,773,185
13440,2305,4752,848,236
13441,2852,4848,787,178
13441,427,5131,591,347
13441,3462,4761,866,224
13441,2305,4572,984,416
13441,5345,4852,773,184
13442,5345,4852,773,184
13442,427,4944,705,202
13442,2852,4834,796,182
13442,3036,4633,930,348
13443,2852,4829,806,181
13443,746,5427,400,672
13443,3036,4822,796,192
13443,427,4940,707,201
13443,5345,4852,773,184
13444,5345,4919,727,188
13444,746,5245,535,453
13444,2852,4873,758,182
13444,3036,4841,777,190
13444,427,4883,756,178
13445,5345,5251,483,500
13445,427,4663,918,318
13445,3036,4999,671,234
13445,2852,5187,531,426
13445,746,5075,647,273
13445,3349,5131,498,432
13446,3036,5373,396,641
13446,746,4955,732,174
13446,5345,5353,413,615
13446,3349,5127,502,427
13447,746,4950,734,172
13447,5345,5375,404,637
13447,3349,5127,502,427
13448,746,4948,736,171
13448,3349,5139,585,355
13448,5345,5425,365,698
13448,3011,4514,1017,480
13449,746,4947,738,169
13449,3011,4667,897,314
13449,3349,4999,688,217
13450,3011,4759,837,232
13450,467,4633,955,351
13450,746,4912,758,162
13450,3349,4954,725,181
13451,467,4917,732,183
13451,746,4766,852,222
13451,3011,4838,783,188
13451,3349,4842,806,171
13452,3011,4868,765,179
13452,467,5281,469,528
13452,3349,4761,862,224
13453,745,4595,957,390
13453,390,4692,895,289
13453,3349,4594,986,396
13453,3011,4989,908,8
13454,5225,4564,986,425
13454,745,4796,796,215
13454,390,4803,816,199
13455,745,4796,796,215
13455,390,4803,816,199
13455,5225,4791,818,209
13455,2954,4676,908,305
13456,5225,4828,790,191
13456,2954,4829,783,194
13456,390,4817,808,190
13456,745,4809,783,210
13457,2954,4834,777,194
13457,5280,4513,1028,485
13457,5225,4801,556,392
13457,390,4998,682,222
13457,745,4983,643,261
13458,1244,5087,1245,356
13458,745,5387,377,665
13458,390,5341,425,599
13458,5280,4834,792,185
13458,2954,4903,818,117
13458,5225,4857,659,275
13459,2781,4532,1017,462
13459,5280,4845,785,181
13459,2954,5069,1197,304
13459,5225,4889,713,212
13459,1244,4905,792,135
13459,221,4617,937,365
13460,221,4867,750,192
13460,2781,4778,839,213
13460,5280,4845,785,181
13460,5225,4897,729,195
13460,4314,4586,951,398
13460,747,4566,976,421
13461,5280,4845,785,181
13461,5225,4784,848,204
13461,2781,4831,794,186
13461,4314,4789,810,214
