Time,Car,X,Y,"Distance to BS(4982,905)"
30646,1214,4909,819,111
30646,4405,4839,781,188
30647,3458,4823,800,189
30647,1214,4858,736,208
30647,4405,4932,709,201
30648,4405,5150,479,457
30648,2283,4652,916,329
30648,3458,5210,520,447
30649,2283,4839,787,184
30650,2283,4842,785,184
30651,2283,4841,785,185
30652,140,4950,932,41
30652,2283,4841,785,185
30653,2283,4925,723,190
30653,140,5135,1295,419
30654,2283,5221,508,463
30655,2283,5488,321,772
30658,2859,5277,512,491
30659,2859,5109,626,306
30660,2859,4822,802,189
30662,2134,5168,518,429
30663,2134,5442,350,720
30669,3879,4688,905,293
30670,3879,4806,812,198
30671,5030,5163,553,396
30671,3879,4813,798,199
30672,5030,5163,553,396
30672,3879,5014,649,257
30673,5030,5146,504,432
30673,3879,5359,400,630
30674,2870,4545,994,445
30674,5030,5146,504,432
30675,5030,5130,599,339
30675,2870,4841,783,186
30676,4636,4614,949,370
30676,5030,4933,711,199
30676,2317,4955,912,27
30676,2870,4842,787,182
30677,5030,4933,711,199
30677,2317,4766,466,489
30677,2870,4867,767,178
30677,5031,5210,524,444
30677,4636,4870,761,181
30678,4636,5134,570,367
30678,5031,5445,328,739
30678,5030,4702,881,280
30678,2870,4880,760,176
30678,4771,5344,444,586
30679,2870,4939,808,105
30679,4771,4963,715,190
30679,4636,5489,319,775
30680,4771,4944,730,177
30680,2870,5082,1173,287
30681,4771,4945,727,181
30682,1274,5090,1249,360
30682,4771,4943,729,180
30682,1556,4599,959,386
30683,4771,4813,812,192
30683,1274,4892,758,172
30683,1556,4801,804,206
30684,1274,4692,313,658
30684,1556,5001,642,263
30685,3575,4768,839,223
30685,1556,5262,479,509
30686,667,5417,1286,578
30686,3575,4850,781,180
30687,3575,4850,781,180
30687,5094,4715,881,267
30687,4430,5030,1146,246
30687,667,5306,850,328
30688,3575,4850,781,180
30688,667,5206,524,442
30688,5094,4833,802,180
30688,4430,4868,785,165
30689,3575,4958,698,208
30689,4430,4545,1009,448
30689,5094,4948,721,186
30690,3575,5324,433,583
30690,3471,4658,897,323
30690,5094,5074,636,284
30691,5094,4924,727,186
30691,3471,4848,760,197
30692,5094,4924,727,186
30692,3471,4852,763,191
30693,1804,4715,870,269
30693,5094,4937,736,174
30693,3471,4852,763,191
30694,5094,4938,736,173
30694,1804,4828,790,191
30694,425,4837,1241,366
30694,3471,4858,767,184
30694,5354,4637,937,345
30694,5181,5464,369,720
30695,3471,4869,756,186
30695,5354,4832,792,187
30695,5181,5203,582,391
30695,1804,4893,754,174
30695,5094,4784,843,206
30695,425,4737,999,262
30696,5354,5101,589,337
30696,3471,5163,535,411
30696,425,4610,970,377
30696,5094,4691,937,292
30696,1804,4885,760,173
30696,5181,5329,889,348
30697,5094,4691,937,292
30697,5354,5455,351,728
30697,5181,5420,1245,555
30697,1804,4964,862,45
30698,3200,5257,524,470
30698,1804,5124,964,154
30698,5094,4546,1024,451
30699,3200,5228,541,439
30699,3699,4762,843,228
30699,1164,5084,1241,351
30699,1533,4776,825,220
30699,1804,5329,812,360
30700,1164,4859,694,243
30700,3200,5228,541,439
30700,2017,4668,895,313
30700,1533,4833,773,198
30700,3699,4827,792,191
30701,3699,4883,754,180
30701,3200,5230,649,355
30701,2017,4909,727,192
30701,1533,4907,719,200
30702,1533,5258,469,515
30702,3699,5190,535,423
30702,342,4743,829,249
30702,3200,5198,910,216
30702,2017,5187,526,431
30703,342,4858,746,200
30703,3200,5176,1061,249
30704,3200,5202,1123,310
30704,5032,5395,408,646
30704,342,4858,746,200
30705,3200,5213,1150,337
30705,4341,4637,930,345
30705,5032,5231,526,453
30705,342,4858,746,200
30706,3200,5246,1229,418
30706,5032,5230,526,452
30706,1489,4682,895,299
30706,342,4858,746,200
30706,4341,4817,800,194
30707,5032,5136,593,347
30707,1489,4872,761,180
30707,342,4942,700,208
30707,4341,4857,769,184
30708,5032,4892,769,162
30708,4341,5084,607,314
30708,1489,5140,572,368
30708,342,5321,427,585
30709,1489,5442,357,714
30709,4178,4767,845,222
30709,4341,5454,334,740
30709,5032,4686,910,295
30710,4178,4852,789,174
30711,2424,4949,864,51
30711,4178,4852,789,174
30712,4178,4855,783,175
30712,2424,5122,1287,408
30713,5081,4697,897,284
30713,4178,4975,692,212
30714,5081,4878,756,181
30714,4178,5440,357,714
30715,5081,5207,518,447
30715,4360,5323,806,355
30716,4360,5178,566,391
30717,472,4771,835,222
30717,4360,4969,717,187
30718,472,4834,789,187
30718,4360,4950,730,176
30719,4360,4893,773,158
30719,472,4925,721,192
30720,4360,4693,912,288
30720,2298,5001,1106,202
30720,472,5185,529,426
30721,2120,4627,914,354
30721,2298,4915,885,68
30722,2298,4892,843,109
30722,141,4530,997,460
30722,2212,4793,802,214
30722,2120,4854,761,191
30723,2298,4898,802,132
30723,2120,4847,771,189
30723,2812,5387,409,639
30723,2212,4849,765,192
30723,141,4531,997,459
30724,2212,4849,765,192
30724,2120,4848,771,188
30724,2298,5009,655,250
30724,141,4531,997,459
30724,2812,5232,527,452
30725,2812,5212,543,428
30725,2120,4976,684,220
30725,141,4582,968,404
30725,2212,4969,703,201
30725,2298,5202,510,451
30726,2120,5372,404,634
30726,2812,4994,700,205
30726,2212,5328,433,585
30726,141,4822,765,211
30727,2812,4761,866,224
30727,141,5119,547,383
30728,2812,4501,1046,500
30728,141,5087,367,547
30729,141,5059,307,602
30729,1684,4570,986,419
30730,1684,4834,783,191
30731,1684,4944,700,208
30731,3577,5126,613,325
30732,3577,4864,789,164
30732,1684,5366,400,634
30733,3577,4560,1009,434
30733,95,4564,963,421
30734,95,4793,804,213
30734,426,5354,1119,430
30735,426,5338,1055,387
30735,95,4754,862,230
30736,426,5338,1055,387
30736,1915,4635,930,347
30736,95,4562,992,428
30737,5594,5369,437,607
30737,853,4525,1011,468
30737,1915,4858,769,183
30737,426,5339,1057,389
30737,95,4530,1034,469
30737,1798,4561,990,428
30738,1915,4875,760,179
30738,5594,5031,671,239
30738,426,5338,1059,388
30738,95,4530,1034,469
30738,853,4859,789,168
30738,1798,5023,649,258
30739,1915,4930,777,137
30739,95,4535,1040,466
30739,853,4897,752,174
30739,426,5338,1059,388
30739,5594,4933,719,191
30740,853,4883,758,176
30740,1915,5040,1050,156
30740,5594,4933,719,191
30740,95,4529,1044,473
30740,426,5338,1059,388
30741,5594,4933,719,191
30741,426,5338,1059,388
30741,853,4874,763,177
30741,5387,4635,943,348
30742,426,5338,1059,388
30742,5387,4824,802,187
30742,853,4924,727,186
30742,5594,4872,756,184
30743,426,5351,1096,415
30743,5594,4635,941,348
30743,5387,4849,783,179
30743,853,5231,497,478
30744,5387,5046,636,276
30745,5387,5321,435,579
30748,1258,5264,500,493
30749,1258,5203,541,425
30750,2709,5313,469,547
30750,1258,5206,537,430
30751,1258,5206,541,427
30751,4141,4515,1017,479
30751,2709,5237,524,458
30752,1258,5109,425,496
30752,2709,5276,471,523
30752,4141,4757,848,231
30753,4592,4509,1013,484
30753,4141,4847,781,182
30753,2709,5499,311,787
30754,4592,4792,810,211
30754,4141,4847,779,184
30755,4592,4885,744,187
30755,4141,4932,719,192
30756,4592,5206,497,465
30756,4141,5286,467,532
30757,3576,4733,858,252
30758,3576,4841,773,192
30759,4069,4513,1009,480
30759,3576,4841,773,192
30760,4069,4757,839,233
30760,3576,4841,773,192
30761,4793,4744,852,242
30761,4069,4834,638,304
30761,1933,5140,500,434
30761,3576,4932,723,188
30762,4793,5019,657,250
30762,1933,5410,369,686
30762,4069,4731,442,525
30762,3576,5276,464,530
30763,4793,5387,400,647
30763,3044,4733,870,250
30763,1526,4807,814,196
30763,4069,4700,466,521
30763,142,4509,1032,489
30764,142,4831,787,191
30764,3044,4834,787,188
30764,1526,4854,789,172
30764,4069,4700,466,521
30765,4069,4676,483,520
30765,3044,4836,783,190
30765,142,4837,785,187
30765,1526,4854,789,172
30766,1526,4854,789,172
30766,142,4838,785,186
30766,4069,4655,498,521
30766,4890,4796,818,205
30766,3044,4842,787,182
30767,4890,4823,789,196
30767,1526,4888,756,175
30767,5355,4586,963,399
30767,3044,4960,692,213
30767,142,4919,727,188
30767,4069,4661,495,520
30768,3044,5260,477,509
30768,142,5185,537,419
30768,4890,4979,669,235
30768,5355,4929,717,194
30768,1526,4887,758,174
30768,4069,4663,493,520
30769,1526,4966,879,29
30769,4069,4666,491,520
30769,4890,5294,440,559
30769,5355,5286,456,542
30770,1407,5230,539,441
30770,4069,4671,487,520
30771,1407,5203,556,412
30771,4069,4710,458,522
30772,829,4514,1024,482
30772,4069,4727,396,568
30772,1407,5203,556,412
30772,3889,4576,968,410
30773,4069,4717,371,595
30773,3889,4667,903,314
30773,829,4852,765,190
30773,1407,5077,643,278
30774,1799,4662,906,319
30774,1407,4764,858,221
30774,829,5081,605,315
30774,4069,4842,584,350
30774,3889,4676,893,305
30775,1799,4836,781,191
30775,829,5394,380,667
30775,4069,4888,682,241
30775,3889,4676,893,305
30776,1799,4837,765,200
30776,3889,4676,893,305
30776,4069,4912,732,185
30777,1799,4837,765,200
30777,3889,4676,893,305
30777,4069,4914,738,179
30778,1799,4837,765,200
30778,3889,4676,893,305
30778,4069,4742,879,240
30779,3889,4676,893,305
30779,1799,4912,717,200
30780,3889,4676,893,305
30780,1799,5213,506,460
30781,3865,4951,920,33
30781,3889,4676,893,305
30782,3889,4676,893,305
30782,3865,5079,1179,291
30783,3889,4676,893,305
30784,3889,4707,877,275
30785,3472,4803,816,199
30785,3889,4806,806,201
30786,3472,4844,790,178
30786,3889,4951,711,195
30787,3889,5190,526,432
30787,3472,4844,790,178
30788,3472,4844,790,178
30788,3889,5435,340,724
30789,3472,4844,790,178
30789,4490,4624,955,361
30790,3472,4923,730,183
30790,4490,4808,798,203
30791,3472,5267,473,517
30791,4490,4821,787,199
30792,4490,5064,607,308
30793,5267,5327,440,578
30793,4490,5378,386,652
30794,682,4721,866,263
30794,2997,5289,495,512
30794,5267,5203,535,430
30795,5267,5203,537,429
30795,682,4844,771,191
30795,2997,5222,535,440
30796,2997,5222,535,440
30796,682,4844,771,191
30796,5267,5203,535,430
30797,682,4945,713,194
30797,2997,5197,547,417
30797,5267,5111,603,328
30798,2997,4884,769,166
30798,682,5292,452,548
30798,5267,4784,843,206
30799,3936,5306,475,537
30799,2997,4549,1009,445
30800,393,4567,980,420
30800,3936,5213,541,431
30801,393,4773,651,327
30801,3936,5213,541,431
30802,393,4813,771,214
30802,814,4777,837,215
30802,3936,5213,541,431
30803,814,5026,647,261
30803,393,4826,765,209
30803,381,4621,926,361
30803,3936,5107,616,314
30804,5367,4625,970,362
30804,381,4999,653,251
30804,814,5369,402,634
30804,2118,4643,926,338
30804,3936,4849,804,166
30804,393,5117,562,368
30805,393,5462,336,744
30805,5367,4831,790,189
30805,3936,4600,978,388
30805,2118,4847,779,184
30805,285,4710,324,640
30805,381,5312,404,599
30806,5367,4842,779,187
30806,2118,4849,783,179
30806,285,4863,669,263
30807,2118,4850,783,178
30807,5367,4842,779,187
30807,285,5111,1270,387
30808,55,5023,1075,175
30808,5367,4842,779,187
30808,2118,4850,783,178
30808,1967,4551,1011,443
30809,1967,4564,999,428
30809,2118,4932,711,199
30809,55,4887,748,183
30809,5367,4889,744,185
30810,2118,5220,502,467
30810,55,4715,379,589
30810,5367,5248,477,503
30810,1967,4559,990,431
30811,1967,4614,943,369
30812,1967,4656,908,325
30813,1967,4651,899,330
30813,4001,4809,1156,304
30813,5368,5071,1241,348
30814,4001,4695,922,287
30814,5368,4925,877,62
30814,1967,4651,899,330
30815,5018,5266,493,500
30815,5368,5043,630,281
30815,1967,4652,899,329
30815,5182,5236,518,462
30816,5182,4979,698,206
30816,5018,5197,547,417
30816,1967,4653,899,328
30817,5018,5195,545,418
30817,1967,4652,897,329
30817,5182,4743,868,241
30818,5018,5136,497,436
30818,1967,4653,905,328
30818,3890,4733,1243,419
30819,1967,4648,905,333
30819,3890,4743,1233,406
30820,1967,4648,908,333
30820,3890,4798,1191,339
30821,1967,4650,908,331
30821,3890,4797,1183,334
30821,2334,4508,1032,490
30822,2334,4807,792,207
30822,3890,4829,1175,310
30822,1967,4657,905,324
30822,4608,4781,827,215
30823,2334,4841,781,187
30823,4608,4956,835,73
30823,3890,4966,980,76
30823,1967,4657,905,324
30824,4608,5064,1115,226
30824,2334,4841,781,187
30824,1967,4657,905,324
30824,3890,4907,854,90
30825,2334,4841,781,187
30825,1967,4657,905,324
30825,3890,4895,785,147
30826,1967,4658,905,323
30826,1192,4920,825,100
30826,3890,5036,636,274
30826,2334,4841,781,187
30827,1967,4656,903,325
30827,2334,4907,754,168
30827,3890,5338,425,597
30827,1192,4737,419,543
30828,1967,4653,901,328
30828,2334,5130,558,376
30828,3763,5405,408,653
30829,1967,4653,901,328
30829,2334,5409,367,686
30829,3763,5154,582,365
30830,2763,5005,1032,129
30830,1967,4655,903,326
30830,3763,4943,729,180
30831,3763,4938,727,183
30831,1967,4656,903,325
30831,2763,4898,773,155
30832,2763,4898,773,155
30832,1967,4656,903,325
30832,3763,4938,729,181
30833,3763,4874,792,155
30833,1967,4656,903,325
30834,4416,4542,1005,450
30834,3763,4640,953,345
30834,1967,4656,903,325
30835,1967,4656,903,325
30835,5107,4657,906,324
30835,4416,4853,787,174
30836,5107,4844,775,188
30836,2307,4746,856,240
30836,4416,4853,787,174
30836,1967,4657,903,324
30837,1967,4657,903,324
30837,5107,4844,773,190
30837,2307,4828,792,190
30837,4416,4853,787,174
30837,5549,5447,382,699
30838,4416,4853,787,174
30838,2307,4827,794,189
30838,4054,5050,1144,249
30838,5107,4852,777,181
30838,5549,5216,543,430
30838,1967,4657,903,324
30838,2900,5439,380,695
30839,2900,5188,558,403
30839,4054,4940,881,47
30839,4416,4970,692,212
30839,5549,5180,576,383
30839,1967,4658,903,323
30839,440,5003,1117,213
30839,5107,4953,719,187
30839,700,4723,877,259
30839,2307,4880,754,181
30839,2135,4643,943,340
30840,4416,5399,382,668
30840,2307,5106,589,338
30840,1967,4685,895,297
30840,4054,4733,427,538
30840,2900,4959,721,185
30840,3672,4686,891,295
30840,5549,4923,750,165
30840,700,4934,705,204
30840,5107,5319,438,575
30840,2135,4832,792,187
30840,440,4892,847,106
30841,2307,5449,344,730
30841,1967,4687,897,294
30841,2318,5489,340,759
30841,700,5260,483,504
30841,440,4858,773,180
30841,3672,4850,775,184
30841,5549,4697,912,284
30841,2135,4832,790,188
30841,2900,4738,885,244
30842,3672,4847,779,184
30842,1967,4687,897,294
30842,2900,4526,1044,476
30842,440,4581,1019,416
30842,2318,5264,469,519
30842,2135,4832,790,188
30843,1967,4687,897,294
30843,2135,4910,727,191
