Time,Car,X,Y,"Distance to BS(4982,905)"
21667,5809,4862,705,232
21668,3523,5094,1239,352
21668,5809,4889,742,186
21669,3523,4918,783,137
21669,1365,4611,959,374
21669,5809,4877,775,166
21670,3523,4918,783,137
21670,6128,4642,947,341
21670,5809,4637,951,347
21670,1365,4838,800,177
21671,1365,4943,713,195
21671,6128,4932,717,194
21672,6128,5291,458,543
21672,1365,5317,442,571
21674,996,5312,475,541
21675,996,5218,541,433
21676,996,5215,543,430
21676,3148,4823,584,357
21676,5500,5351,454,582
21677,3148,5049,1108,213
21677,996,4969,721,184
21677,5500,5080,643,278
21677,1903,5252,498,487
21678,996,4652,941,331
21678,1903,5195,539,423
21678,5500,4956,736,170
21679,1903,5195,539,423
21679,5500,4963,734,171
21680,1903,5091,382,533
21680,5500,4963,734,171
21680,5351,4736,872,247
21681,5500,4963,734,171
21681,5351,4845,798,172
21681,1903,5043,309,598
21682,5351,4847,798,171
21682,5500,4968,734,170
21683,6006,5428,390,681
21683,5351,4710,889,272
21683,5500,4799,850,190
21684,6006,5069,640,278
21684,5500,4554,1021,443
21685,6006,4947,727,181
21686,6006,4949,729,178
21686,705,5438,384,691
21687,6006,4948,729,179
21687,705,5212,533,437
21688,2027,4508,1036,491
21688,705,5193,543,419
21688,3522,5252,524,467
21688,6006,4949,729,178
21689,6006,4761,868,223
21689,3522,5036,671,240
21689,705,4945,715,192
21689,2027,4812,818,190
21690,3522,4794,848,195
21690,705,4678,922,303
21690,2027,5125,580,355
21691,2027,5044,663,249
21692,2027,4945,734,173
21693,2027,4945,734,173
21694,6316,5468,353,734
21694,2027,4944,736,172
21695,2027,4693,912,288
21695,6316,5221,527,446
21696,5282,4772,467,484
21696,6316,5019,688,219
21697,2107,5312,475,541
21697,6316,4721,895,260
21697,5282,4975,912,10
21698,5282,5119,1293,412
21698,2107,5196,564,402
21699,6092,5081,1257,365
21699,2107,4980,725,179
21700,2107,4642,947,341
21700,1854,5353,438,595
21700,6018,5314,847,337
21700,6092,4923,876,65
21701,1854,5045,649,263
21701,6018,5162,632,327
21701,6092,4905,819,114
21702,1854,4700,918,282
21702,6018,4837,816,169
21702,6092,4905,819,114
21703,6018,4529,1040,472
21703,6092,4903,808,124
21704,1544,5387,1146,471
21704,6092,4892,771,160
21705,1544,5318,862,339
21705,6092,4919,723,192
21706,1544,5218,599,386
21706,6092,5144,555,385
21707,6092,5052,322,586
21707,1544,5185,618,350
21708,1544,5165,614,343
21709,4504,4673,908,308
21709,1544,5170,609,350
21710,1544,5173,609,352
21710,4918,4756,843,234
21710,4504,4841,794,178
21711,4918,4826,787,195
21711,5679,4776,1084,273
21711,4504,4841,794,178
21711,1544,5125,466,461
21712,4918,4826,787,195
21712,5679,4529,1038,472
21712,4504,4841,794,178
21712,1544,5072,388,524
21713,3423,4739,868,244
21713,4918,4968,686,218
21713,5997,4985,992,87
21713,4504,4879,773,166
21714,3423,4990,924,21
21714,4918,5242,487,492
21714,4986,5101,398,520
21714,4504,4882,771,166
21714,5997,4762,456,499
21715,2194,4747,860,238
21715,4504,5031,1013,119
21715,3423,5102,1231,348
21715,4325,5126,456,471
21715,4986,5151,504,434
21716,4325,4947,761,147
21716,2463,5085,421,494
21716,2194,4853,771,185
21716,4986,5161,526,419
21716,6367,4656,922,326
21717,2194,4848,787,178
21717,2463,5132,597,342
21717,4325,4937,740,170
21717,6367,4853,777,181
21717,4986,5284,800,320
21718,6367,4852,781,179
21718,4986,5349,1092,412
21718,4325,4964,703,201
21718,2463,4927,734,178
21718,2194,4849,792,173
21719,2194,4887,767,166
21719,5521,5437,1297,601
21719,2463,5024,1001,105
21719,4325,4964,703,201
21719,6367,5082,605,316
21719,5916,5167,568,384
21720,6367,5378,394,646
21720,2194,4888,767,166
21720,5916,4791,835,203
21720,5521,5437,1297,601
21721,2194,5057,1088,198
21721,6166,4647,930,335
21722,6166,4814,796,199
21723,45,5412,398,664
21723,6166,4827,787,194
21724,45,5181,564,394
21724,6166,4827,787,194
21725,45,4892,775,157
21725,6166,4844,647,291
21726,45,4602,976,385
21726,3899,5287,489,515
21726,6166,4864,692,242
21727,3899,4964,721,184
21727,2925,5268,769,317
21727,6166,4864,694,241
21728,3899,4953,729,178
21728,2925,5171,580,376
21728,6166,4885,740,190
21729,2925,4984,698,206
21729,3899,4953,729,178
21729,6166,4869,790,160
21730,2925,4935,729,181
21730,6166,4610,974,378
21730,3899,4948,732,175
21731,1872,4615,947,369
21731,2925,4667,930,315
21731,3899,4738,881,244
21732,1872,4980,671,233
21733,1872,5377,400,641
21734,1982,4828,589,350
21735,1982,5054,1111,219
21736,25,4716,1255,439
21737,25,4801,1158,311
21738,25,4783,1092,273
21738,5729,5160,585,365
21739,5729,4959,727,179
21739,25,4716,943,268
21740,5729,4951,719,188
21740,6093,4557,1001,434
21741,5729,4949,703,203
21741,6093,4832,802,181
21742,6093,4853,783,177
21742,5729,4949,703,203
21743,613,5394,419,637
21743,5352,5220,529,444
21743,6093,4863,777,174
21743,5729,4854,779,178
21744,6093,4877,767,172
21744,613,5230,549,433
21744,5352,5185,547,411
21744,5729,4555,1011,439
21744,5637,4594,984,395
21745,613,5227,547,433
21745,6093,4983,881,23
21745,5637,4867,798,156
21746,5637,4863,798,159
21746,613,4985,713,191
21747,5637,4863,798,159
21747,613,4632,959,353
21747,5487,4698,319,650
21748,5487,4976,939,35
21748,5637,4863,798,159
21749,5637,4893,771,160
21750,5637,4894,771,159
21751,5637,5033,1032,137
21754,1280,4686,903,295
21754,3002,5453,375,709
21755,3002,5160,585,365
21755,1280,4870,767,176
21756,6046,4730,369,591
21756,1280,4870,765,178
21756,3002,4953,721,185
21757,1280,4964,872,37
21757,6046,4865,665,266
21757,3002,4935,713,196
21758,3002,4935,713,196
21758,1280,5091,1210,324
21759,3002,4935,713,196
21760,3002,4930,721,190
21760,1665,5410,398,663
21761,1665,5127,601,336
21761,3002,4728,881,254
21762,1665,4818,825,181
21763,303,5059,1166,272
21763,1665,4551,1017,444
21764,303,4910,787,137
21765,303,4907,783,142
21766,303,4910,790,134
21767,303,4908,777,147
21768,303,4907,763,159
21769,303,4940,717,192
21770,303,5181,531,423
21779,1132,5494,324,774
21779,3297,5417,398,667
21780,1132,5135,597,343
21780,3297,5099,624,303
21781,1132,4950,725,182
21781,3297,4949,723,184
21782,1132,4943,730,178
21782,3297,4949,725,182
21783,1132,4940,727,182
21783,3297,4949,725,182
21784,1132,4940,727,182
21784,3297,4949,725,182
21784,5599,5338,444,582
21785,3297,4723,883,259
21785,5599,5034,653,256
21785,1132,4746,848,242
21786,4664,5202,547,420
21786,5599,4823,808,185
21787,4664,4939,725,184
21787,5599,4562,1001,430
21787,5113,4600,959,385
21788,4664,4937,725,185
21788,5113,4844,779,186
21788,4051,5095,1289,401
21788,4391,4843,529,399
21789,5113,4843,779,187
21789,4664,4935,723,187
21789,4391,5114,1260,379
21789,4051,4905,845,96
21790,5113,4845,781,183
21790,4051,4640,947,344
21790,559,5267,497,497
21790,4664,4934,717,193
21791,4664,4722,883,260
21791,5113,5015,655,251
21791,559,5011,686,220
21792,5113,5263,475,513
21792,559,4706,905,275
21794,4251,5213,551,423
21794,5638,4706,1258,448
21795,5638,4706,1258,448
21795,4251,5213,564,411
21796,5638,4713,1247,434
21796,4251,5212,560,414
21797,2375,5422,390,676
21797,5638,4762,1210,376
21797,4251,4884,773,163
21798,4251,4580,972,407
21798,5638,4984,1055,150
21798,2375,4999,705,199
21799,2375,4951,740,167
21799,5638,4917,845,88
21800,2375,4950,740,167
21800,5638,5005,968,68
21800,5283,5311,471,544
21801,2375,4950,740,167
21801,5283,5218,537,437
21802,2375,4948,740,167
21802,5283,5208,545,425
21803,2375,4742,879,240
21803,5843,4774,854,213
21803,5283,4966,719,186
21804,5843,4905,761,162
21804,5283,4663,934,319
21805,5843,5095,1200,316
21807,1400,5066,1187,294
21808,1400,4850,657,280
21809,3104,4605,937,378
21810,3104,4903,767,158
21811,3104,5090,1197,311
21815,4541,5433,382,690
21816,4541,5094,630,296
21817,4541,4951,725,182
21818,4541,4950,729,178
21818,3256,4661,930,321
21819,3256,4837,792,183
21819,4541,4948,727,181
21820,5917,5149,533,407
21820,4358,5312,466,549
21820,3256,4837,800,178
21820,4541,4940,729,180
21821,5917,5149,531,408
21821,4541,4677,918,304
21821,4358,5019,678,229
21821,3256,5010,665,241
21822,3256,5384,404,642
21822,5917,5149,531,408
21822,4358,4690,922,292
21823,5917,5149,531,408
21824,5917,5161,558,389
21825,2598,5405,400,659
21825,5917,4969,703,201
21826,2598,5185,551,408
21826,5917,4932,715,195
21827,5917,4900,738,185
21827,2598,4942,734,174
21828,6106,5457,367,717
21828,2598,4658,939,324
21828,5917,4895,732,192
21829,5917,4793,529,419
21829,6106,5049,659,254
21830,6106,4955,736,170
21830,5917,4783,516,436
21831,5917,4783,516,436
21831,6106,4954,738,168
21831,6134,4807,1214,355
21832,5917,4783,516,436
21832,6134,4958,1053,150
21832,6106,4951,740,167
21833,5917,4783,516,436
21833,6134,4958,1061,158
21833,6404,5251,514,474
21833,6106,4947,744,164
21834,5917,4783,516,436
21834,6134,4966,1081,176
21834,6106,4743,877,239
21834,6404,4950,730,176
21835,5917,4783,516,436
21835,6134,4964,1088,184
21835,6404,4949,732,175
21836,6134,4938,1088,188
21836,6404,4948,732,175
21836,5917,4713,357,609
21837,637,5382,402,642
21837,6134,4929,1071,174
21837,5917,4849,624,309
21837,6404,4948,732,175
21838,5917,4784,854,203
21838,6404,4948,732,175
21838,637,5201,533,431
21838,6134,4976,1011,106
21839,637,4930,734,177
21839,6134,4897,821,118
21839,6404,4802,827,195
21839,5917,4500,1044,501
21839,1231,4687,864,297
21840,1231,5077,622,298
21840,637,4529,1015,465
21840,6134,4897,821,118
21841,1231,5395,394,657
21841,6134,4897,821,118
21842,6134,4700,885,282
21845,3500,5252,518,471
21846,3500,5005,690,215
21847,2072,5054,1164,269
21847,3500,4945,729,179
21848,3500,4947,730,177
21848,2072,4890,754,176
21849,3500,4947,730,177
21849,2072,4890,754,176
21850,1774,4594,966,392
21850,3500,4947,730,177
21851,1774,4852,783,177
21851,4431,5178,529,423
21851,3500,4715,895,267
21852,1774,4878,775,165
21852,4431,4929,717,194
21853,1774,4969,870,36
21853,4431,4768,848,220
21853,4944,4585,963,400
21854,1774,5094,1197,312
21854,4944,4829,790,190
21855,4944,4853,781,178
21856,4944,4853,781,178
21857,4944,5034,647,262
21858,4944,5409,382,674
21860,1902,4956,905,25
21861,1902,4789,508,440
21862,3814,5119,438,485
21863,3814,5154,510,430
21864,3814,5155,512,429
21865,3814,5156,514,427
21866,3814,5171,547,404
21867,3814,5049,659,254
21867,4682,5067,1193,300
21868,4682,4852,661,276
21868,3814,4940,738,171
21869,3814,4909,761,160
21870,3814,4909,761,160
21871,3814,4793,543,407
21871,2211,5091,1251,363
21872,3814,4776,500,453
21872,2211,4842,649,290
21873,3814,4776,500,453
21874,3814,4769,487,468
21875,3814,4843,587,346
21876,3814,4879,663,262
21877,3814,4892,692,230
21878,190,4769,841,221
21878,3814,4900,709,211
21879,190,4844,777,187
21879,3814,4870,789,160
21880,190,4848,775,186
21880,3814,4576,995,415
21881,190,5085,605,317
21882,190,5465,338,745
21884,3987,4509,1023,487
21885,4309,4748,359,593
21885,3987,4813,798,199
21886,4608,5231,541,440
21886,3987,4827,789,193
21886,4309,4943,877,47
21887,3987,5020,647,260
21887,4608,5031,692,218
21887,1013,4712,872,271
21888,3987,5278,460,534
21888,4608,4733,887,248
21888,1013,5086,584,337
21889,781,4665,908,316
21890,781,4848,785,179
21891,781,4853,777,181
21892,781,4855,771,183
21893,781,4894,744,182
21894,781,4904,742,179
21894,173,4821,789,198
21895,781,5000,949,48
21895,173,4847,773,188
21895,3016,4748,858,237
21896,173,4847,773,188
21896,781,5116,1284,402
21896,3016,4859,785,171
21897,173,4843,771,192
21897,3016,4859,785,171
21898,173,4845,769,191
21898,3016,4859,783,172
21899,3016,4898,754,172
21899,173,5110,582,347
21900,3016,4923,754,161
21900,173,5478,326,761
21901,3016,5055,1115,223
21907,4968,4688,903,293
21908,4968,4863,785,168
21909,4968,4630,964,356
21911,2834,4506,1044,495
21911,1315,5096,1274,386
21911,186,5342,437,590
21912,2834,4789,845,201
21912,1315,4943,906,38
21912,186,5055,647,267
21913,1315,4880,802,143
21913,186,4951,717,189
21913,2834,5056,1053,166
21914,1315,4878,800,147
21914,186,4951,717,189
21915,186,4951,717,189
21915,1315,4875,800,148
21916,1803,5496,330,771
21916,1315,4875,800,148
21916,186,4951,717,189
21917,186,4822,808,186
21917,1803,5152,578,368
21917,1315,4875,798,150
21917,4111,4924,852,77
21918,1315,4875,798,150
21918,4577,5230,529,449
21918,1803,4945,729,179
21918,4111,4772,852,215
21918,186,4523,1044,479
21919,1803,4944,727,181
21919,1315,4875,798,150
21919,4577,4954,719,187
21920,1315,4873,800,150
21920,4577,4954,717,189
21920,1803,4943,727,182
21921,4577,4949,719,188
21921,1803,4942,727,182
21921,1315,4692,914,289
21921,1173,5495,334,767
21922,1173,5230,526,452
21922,2223,4897,798,136
21922,4577,4949,719,188
21922,1803,4939,725,184
21923,4577,4826,790,193
21923,1173,5025,667,241
21923,2223,4630,955,355
21923,1803,4738,874,245
21924,1173,4747,866,237
21924,4577,4556,994,434
21933,1374,4661,901,320
21934,1374,4817,792,199
21934,3952,4749,847,239
21935,826,4808,1158,307
21935,3952,4913,730,187
21935,1374,4925,717,195
21936,1374,5252,477,505
21936,826,4707,916,274
21936,3952,5266,471,518
21937,826,4540,1021,456
21937,2345,4678,874,304
21938,2345,4850,765,191
21939,2345,4850,765,191
21940,2345,4850,765,191
21941,2345,5013,645,260
21941,4557,4728,872,255
21942,4557,5112,584,346
21942,2345,5241,487,491
21943,4179,4807,1177,323
21943,4557,5486,319,773
21944,4179,4979,1015,110
21945,4179,4872,705,227
21945,5465,4564,980,424
21946,4179,4754,452,506
21946,5465,4823,802,188
21947,4179,4706,477,508
21947,5465,5020,657,250
21948,782,4562,978,425
21948,4179,4581,595,505
21948,5465,5308,450,559
21948,1272,4792,827,204
21949,782,4852,769,187
21949,1272,4858,792,166
21949,4179,4617,688,423
21950,4179,4635,746,381
21950,782,4860,785,170
21950,1272,4855,787,172
21951,1272,4855,787,172
21951,4179,4676,866,308
21951,782,4859,787,169
21952,4179,4682,862,302
21952,782,4860,783,171
21952,1272,4857,785,173
21953,782,4895,761,166
21953,1272,5096,589,335
21953,4179,4747,833,245
21954,782,4918,771,147
21954,4179,4870,690,241
21955,4179,4731,388,573
21955,782,5069,1121,233
21955,1167,4632,937,350
21956,4179,4802,524,421
21956,3216,4535,990,454
21956,1167,4837,752,210
21957,1167,4837,754,209
21957,4179,4809,825,189
21957,3216,4824,775,203
21958,2055,5425,386,682
21958,1167,4837,754,209
21958,3216,4939,707,201
21958,4179,4509,1042,492
21959,1338,4519,1011,474
21959,1167,5043,626,285
21959,2055,5114,605,327
21959,3216,5230,493,480
21960,1167,5444,355,718
21960,2055,4870,781,166
21960,1338,4816,796,198
21961,2055,4630,959,355
21961,1338,4848,773,187
21962,1338,4849,773,186
21963,1966,4845,1272,391
21963,1338,4849,773,186
21964,1966,4710,951,275
21964,1338,4858,767,184
21965,1338,5019,601,305
21965,1966,4521,1024,475
21965,2343,4511,1003,480
21966,4818,5176,692,288
21966,1338,5087,580,341
21966,2343,4503,1005,489
21967,2343,4518,980,470
21967,4818,5356,489,559
21967,1338,5087,580,341
21968,4818,5418,473,613
21968,1338,5087,580,341
21968,2343,4519,980,468
21969,4818,5429,876,448
21969,1338,5087,580,341
21969,2343,4519,980,468
21970,4818,5457,887,475
21970,2343,4518,982,470
21970,1338,5087,580,341
21971,1338,5087,580,341
21971,4818,5494,1088,544
21971,2343,4518,982,470
21972,4818,5499,1140,568
21972,2343,4518,984,470
21972,1338,5087,580,341
21972,4143,4793,812,209
21973,4818,5488,1154,564
21973,4143,4853,758,195
21973,3226,4809,812,195
21973,1338,5087,580,341
21973,2343,4519,986,469
21974,2343,4509,994,481
21974,3226,4834,792,185
21974,1338,5087,580,341
21974,4818,5432,1177,526
21974,4143,4853,756,196
21975,3226,4834,792,185
21975,4818,5306,1228,457
21975,4143,4858,765,186
21975,1431,4766,845,223
21975,1338,5087,580,341
21976,4818,5392,1231,524
21976,3226,4834,792,185
21976,4143,5137,560,377
21976,3894,5021,1140,239
21976,1431,4808,812,196
21976,1338,5087,580,341
21977,1431,4852,787,175
21977,3226,4969,703,201
21977,3894,4873,794,154
21977,1338,5087,580,341
21978,3226,5276,466,528
21978,434,4794,806,211
21978,1431,5131,576,361
21978,3894,4546,1026,452
21978,1338,5087,580,341
21979,1431,5071,353,558
21979,1338,5087,580,341
21979,434,4847,777,185
21979,4708,4610,947,374
21980,434,4845,779,185
21980,5623,5019,1156,254
21980,1338,5087,580,341
21980,1431,5024,307,599
21980,4708,4848,761,195
21981,1338,5082,578,342
21981,1431,5024,307,599
21981,5749,4602,959,383
21981,434,4844,779,186
21981,4708,4867,760,184
21981,5623,4902,841,102
21982,5623,4899,825,114
21982,1338,5084,578,342
21982,4708,4867,760,184
21982,4,4966,986,82
21982,5749,4865,773,175
21982,2152,4877,746,190
21982,434,4844,779,186
21983,4708,5231,504,471
21983,1338,5084,580,340
21983,4,4912,814,114
21983,2152,4877,746,190
21983,5749,4864,769,179
21983,434,5089,585,336
21983,5623,4898,779,150
21984,1656,5273,491,506
21984,1338,5084,580,340
21984,5623,4898,779,150
21984,2152,5126,456,471
21984,4,4912,816,113
21984,5749,4864,769,179
21985,1338,5084,580,340
21985,4,4913,806,120
21985,1656,4956,713,193
21985,5749,4864,769,179
21985,5623,5072,535,380
21986,6354,4670,895,311
21986,1656,4940,711,197
21986,4,4908,775,149
21986,5749,4864,769,179
21986,1338,5084,580,340
21986,5623,5450,334,738
21987,4,4920,730,184
21987,1656,4942,709,199
21987,6354,4855,771,183
21987,1338,5086,582,339
21987,5749,5066,614,302
21988,1656,4937,711,198
21988,1921,4599,951,385
21988,1338,5087,582,339
21988,6354,4855,771,183
21988,5749,5370,398,638
21988,4,5157,543,402
21988,5772,4762,860,224
21989,6388,4557,988,432
21989,1656,4731,874,252
21989,5772,4883,771,165
21989,1921,4862,771,179
21989,1338,5116,564,365
21989,4,5397,379,670
21989,6354,4855,771,183
21990,6388,4838,779,190
21990,6354,4855,771,183
21990,1921,5125,566,367
21990,1338,5408,369,684
21990,5772,4888,767,166
21991,1921,5434,355,711
21991,6354,5094,595,329
21991,6388,4841,787,183
21991,5772,5036,1040,146
21992,6388,4842,785,184
21992,4401,4711,860,274
21992,6354,5498,315,783
21993,4401,4843,777,188
21993,6107,5081,1270,378
21993,2212,5092,1272,383
21993,6388,4843,783,184
21994,2212,4887,777,158
21994,4401,4843,777,188
21994,6107,4884,750,182
21994,6388,5038,613,297
21995,4401,4998,669,236
21995,2212,4645,943,339
21995,6388,5412,384,674
21995,6107,4874,725,209
21996,4401,5334,417,601
22000,3815,5232,526,454
22001,3815,5005,694,212
22002,4041,4535,990,454
22002,4787,5105,1295,409
22002,3815,4700,906,281
22003,4041,4855,779,177
22003,4787,4966,947,45
22004,4041,4610,966,376
22004,4787,4895,771,158
22004,151,4604,957,381
22005,5228,4607,951,377
22005,4787,4929,723,189
22005,151,4817,800,194
22006,4787,5134,566,370
22006,151,4831,790,189
22006,5228,4853,777,181
22006,2655,5291,485,521
22007,4787,5445,346,726
22007,5228,4887,758,174
22007,151,4812,798,200
22007,2655,5011,686,220
22007,588,5200,562,405
22008,2655,4826,819,177
22008,5228,4885,763,170
22008,588,4940,719,190
22008,151,5050,611,301
22009,2655,4569,999,423
22009,151,5378,390,649
22009,5228,5043,1061,168
22009,588,4940,721,188
22010,588,4940,721,188
22011,588,4940,721,188
22011,3835,4530,1007,463
22012,6227,4786,821,212
22012,3835,4771,841,220
22012,5967,5091,1260,372
22012,588,4940,721,188
22013,5967,4930,856,70
22013,1419,4574,976,414
22013,3835,4877,761,177
22013,588,4818,819,184
22013,6227,5076,601,317
22014,1419,4884,758,176
22014,588,4584,992,407
22014,5967,4761,864,224
22014,3835,5066,626,291
22014,6227,5485,322,769
22015,1419,5005,964,64
22015,3835,5048,657,256
22016,3835,4960,721,184
22017,3835,4960,721,184
22018,3854,5493,340,761
22018,3835,4963,725,180
22018,2132,4523,1015,472
22018,1577,4546,997,445
22019,2132,4836,783,190
22019,2239,4727,847,260
22019,1577,4676,895,305
22019,3854,5261,508,484
22019,3835,4862,794,162
22020,1577,4799,818,201
22020,2132,5121,570,362
22020,3854,4979,709,195
22020,2239,5089,593,329
22020,3835,4596,980,392
22021,1577,4735,877,248
22021,6339,5343,450,580
22021,2132,5460,328,749
22021,2239,5491,309,784
22021,3854,4960,725,181
22022,3854,4955,727,179
22022,6339,5193,547,415
22022,1689,5211,545,426
22022,1577,4718,893,263
22023,1689,5207,541,427
22023,1577,4701,903,280
22023,3854,4955,727,179
22023,6339,5187,558,402
22024,1689,5182,556,401
22024,1577,4615,966,371
22024,3854,4950,730,176
22024,6339,5185,558,401
22025,3854,4798,839,194
22025,6339,5000,636,269
22025,1689,4909,754,167
22026,6339,4725,903,256
22026,3854,4518,1032,481
22026,1689,4686,928,296
22027,1689,4561,1019,435
22028,1689,4557,1026,441
22031,4879,5021,1150,248
22032,4879,4867,790,161
22032,5020,4574,992,417
22033,5020,4806,827,192
22033,1168,4589,963,397
22033,4743,4772,1082,274
22033,4879,4579,1069,435
22034,4743,4727,972,263
22034,1366,4925,847,80
22034,1168,4695,874,288
22034,5020,4833,812,175
22035,1366,4728,413,552
22035,4683,4532,1003,459
22035,4578,5074,1222,330
22035,1168,4786,806,219
22035,5020,4832,812,176
22035,4743,4726,970,264
22036,4578,4831,669,280
22036,1168,4766,713,288
22036,4743,4711,932,272
22036,4683,4811,806,197
22036,5020,4832,812,176
22037,1168,4737,713,310
22037,4743,4711,932,272
22037,5020,4938,717,192
22037,4683,4853,777,181
22038,227,4733,1249,424
22038,4743,4706,918,276
22038,1168,4742,709,309
22038,5020,5162,549,399
22038,4683,4853,779,179
22039,4683,4937,821,94
22039,227,4854,1158,283
22039,1168,4725,723,314
22039,3792,4503,1030,495
22039,640,5393,404,648
22039,5020,5488,321,772
22040,227,4989,1011,106
22040,1168,4723,730,311
22040,640,5215,526,444
22040,3792,4796,818,205
22040,4683,5070,1150,261
22041,1168,4741,709,309
22041,640,5207,531,436
22041,227,4908,814,116
22041,175,4712,1245,434
22041,6493,5062,1222,327
22041,3792,4812,802,198
22042,3792,4812,802,198
22042,6493,4889,810,132
22042,1168,4789,816,211
22042,227,5023,632,275
22042,175,4712,1245,434
22042,640,5205,531,434
22043,6493,4681,918,300
22043,227,5326,431,585
22043,1168,4874,721,212
22043,175,4803,1195,340
22043,640,5081,620,301
22043,3792,4965,684,221
22044,4359,4544,1003,448
22044,1168,4761,493,467
22044,175,4976,1052,147
22044,3792,5149,514,424
22044,640,4838,796,179
22044,5526,4561,978,426
22045,175,4917,874,71
22045,1168,4708,500,487
22045,640,4597,980,391
22045,4359,4809,812,195
22045,5526,4676,912,305
22045,6261,4720,856,266
22046,4359,4794,551,400
22046,6261,4813,792,202
22046,5526,4685,876,298
22046,1168,4735,487,485
22046,4854,4535,1009,458
22046,175,4894,798,137
22046,5350,4720,862,265
22046,5373,4772,843,218
22047,5526,4683,864,300
22047,5373,4843,796,175
22047,1168,4710,342,624
22047,175,4915,734,182
22047,4854,4804,812,199
22047,6261,4813,792,202
22047,5350,4812,794,202
22047,4819,4670,1299,502
22047,4359,4739,429,533
22047,1142,5152,506,433
22048,3003,5158,584,366
22048,5373,4843,796,175
22048,5350,4814,794,200
22048,4359,4739,423,538
22048,1168,4857,591,337
22048,6261,4813,792,202
22048,4819,4687,1282,478
22048,5526,4687,854,298
22048,1142,4976,711,193
22048,4854,4809,812,195
22048,175,5135,560,376
22049,5526,4685,856,300
22049,4359,4742,419,541
22049,3003,4884,773,163
22049,5350,4892,740,187
22049,4757,4759,841,231
22049,4854,4895,742,183
22049,1168,4991,676,228
22049,4819,4685,1286,483
22049,5373,4873,775,169
22049,1142,4860,796,162
22049,6261,4927,717,195
22049,617,4707,885,275
22050,4359,4744,419,540
22050,4854,5155,551,393
22050,1168,5250,485,497
22050,4757,5110,576,352
22050,5350,5220,512,459
22050,5526,4706,850,280
22050,4819,4685,1286,483
22050,3003,4647,945,336
22050,5373,4875,779,164
22050,1142,4582,990,408
22050,617,5057,616,297
22050,6261,5311,433,575
22051,4757,5454,350,728
22051,4359,4744,419,540
22051,5526,4847,763,195
22051,617,5434,357,710
22051,5373,4868,798,155
22051,4726,4715,959,272
22051,4819,4681,1278,479
22052,5526,4852,765,190
22052,4726,4829,829,169
22052,4819,4682,1268,470
22052,4359,4749,413,543
22053,1545,4615,939,368
22053,4819,4682,1268,470
22053,4359,4717,394,574
22053,5526,5087,591,330
22053,6426,4710,864,274
22053,4726,4744,881,238
22054,4359,4721,396,571
22054,5526,5065,342,568
22054,4726,4692,914,289
22054,4819,4682,1260,465
22054,6426,4811,792,204
22054,1545,4818,781,204
22055,4819,4680,1257,463
22055,4726,4681,928,301
22055,4359,4716,348,617
22055,6426,4903,723,198
22055,1545,4814,597,349
22055,114,4836,1142,279
22056,6426,5197,508,451
22056,4726,4690,920,292
22056,4819,4685,1251,456
22056,1545,4816,595,351
22056,4359,4832,655,290
22056,150,4720,874,263
22056,114,4708,910,273
22057,1545,4816,595,351
22057,4819,4685,1251,456
22057,150,4841,781,187
22057,4726,4682,924,299
22057,4359,5041,613,298
22058,150,4842,781,186
22058,2073,5070,1195,303
22058,1545,4764,464,491
22058,4359,5151,533,408
22058,4726,4688,920,293
22058,4819,4685,1251,456
