Time,Car,X,Y,"Distance to BS(4982,905)"
8731,4392,5082,1148,263
8731,4166,5232,506,470
8732,1204,4653,912,328
8733,1204,4808,796,204
8734,1204,4814,785,205
8735,1204,4828,611,331
8736,4632,4715,324,638
8736,1204,4792,526,423
8736,4205,4728,874,255
8737,4205,4850,783,178
8737,1204,4792,524,425
8737,4632,5016,1009,110
8738,4205,4850,785,177
8738,1204,4792,526,423
8739,1204,4792,526,423
8739,4205,4850,783,178
8740,4205,4888,754,177
8740,1204,4792,526,423
8741,1204,4784,524,428
8741,4376,4989,1052,147
8741,4205,4890,756,174
8742,4205,4988,928,24
8742,1204,4848,645,291
8742,4376,4870,777,169
8743,1204,4883,734,196
8743,4376,4624,949,360
8744,1204,4885,734,195
8745,1204,4784,843,206
8746,1204,4500,1046,501
8753,3793,5246,510,474
8753,2843,5481,348,748
8754,1258,4542,997,448
8754,2843,5015,674,232
8754,3793,5202,535,430
8754,2257,4541,990,448
8755,2843,4939,711,197
8755,2257,4542,992,447
8755,1258,4619,918,363
8755,3793,5111,452,470
8756,2843,4940,711,197
8756,1258,4616,843,370
8756,2257,4545,992,445
8757,1258,4631,850,354
8757,2843,4947,719,188
8757,2257,4552,992,437
8758,2843,4829,802,183
8758,831,4788,1206,358
8758,2257,4736,868,248
8758,1258,4640,858,344
8759,1258,4640,858,344
8759,831,4935,1096,196
8759,2257,4895,756,171
8760,2257,4993,934,31
8760,831,4970,1069,164
8760,1258,4658,860,326
8761,2257,5130,1297,419
8761,831,4924,850,78
8761,1258,4818,773,209
8761,1032,4577,1015,418
8762,831,4738,881,244
8762,1258,4930,707,203
8762,1032,4852,777,181
8763,1032,4801,748,239
8763,1258,5145,535,403
8764,1258,5071,348,564
8764,1032,4870,767,176
8765,1032,5217,413,544
8769,182,5029,1100,201
8770,182,4872,767,175
8770,5200,5459,367,719
8771,2412,4811,814,193
8771,5200,5206,539,428
8771,182,4592,1003,401
8772,5200,5210,535,434
8772,2412,4855,779,177
8773,2412,4855,789,171
8773,5200,5054,636,278
8774,5200,4773,843,217
8774,2412,4855,789,171
8775,2412,4855,787,172
8776,2412,5023,655,252
8777,2412,5457,344,734
8777,1519,5130,605,334
8778,1519,5048,775,145
8779,1519,5121,943,144
8780,1519,5208,1119,312
8781,1519,5248,1204,401
8781,1674,4928,906,53
8782,1519,5361,1189,473
8782,1674,4791,835,203
8782,5326,5481,357,741
8783,5326,5107,643,289
8783,3719,5410,400,662
8783,1519,5318,870,338
8784,5326,4940,717,192
8784,1519,5206,599,379
8784,3719,5080,642,280
8785,1519,5208,597,382
8785,3719,4956,734,171
8785,5326,4940,717,192
8786,1519,5120,446,478
8786,3719,4958,736,169
8786,5326,4961,721,184
8787,3719,4956,736,170
8787,5326,4944,711,196
8788,5326,4819,798,193
8788,3719,4849,812,161
8789,3719,4529,1042,473
8798,5382,5311,462,551
8799,5382,5192,527,431
8800,5382,5064,620,295
8801,5382,4753,835,238
8801,1324,5366,438,603
8802,1324,5050,663,251
8803,3120,5038,1121,223
8803,1324,4947,727,181
8804,3120,4824,597,345
8804,1324,4947,727,181
8805,1324,4947,727,181
8806,1324,4885,779,158
8807,1568,4687,895,294
8807,1324,4577,997,414
8808,1568,4920,783,136
8809,1568,5040,1059,165
8814,96,4749,433,525
8815,96,4974,918,15
8815,2409,4752,850,235
8816,2409,4843,779,187
8817,3159,4675,899,306
8817,2409,4843,779,187
8818,2409,4899,744,180
8818,3159,4880,742,191
8819,3159,5110,572,356
8819,2409,5146,574,369
8820,3159,5129,558,376
8820,2409,5146,572,371
8821,3159,5193,566,399
8821,2409,5344,1038,386
8822,2409,5342,1042,385
8822,3159,5291,810,323
8823,3159,5309,852,332
8823,2409,5342,1042,385
8824,2409,5402,1226,528
8824,3159,5312,862,333
8825,3159,5334,955,356
8826,2018,4831,789,190
8826,3159,5375,1208,497
8827,2018,4850,777,182
8828,2018,4850,777,182
8829,2018,4852,779,180
8830,2018,4928,729,183
8831,2018,5311,448,562
8836,3342,5021,1127,225
8837,3342,4859,796,163
8838,3342,4647,939,336
8842,4730,5253,514,475
8843,4730,5210,543,427
8844,4730,5045,661,251
8845,4730,4725,891,257
8850,3394,5076,342,570
8851,3394,5064,361,549
8851,3696,4505,1028,492
8852,3696,4801,812,203
8853,3696,4847,785,180
8854,4425,5474,363,731
8854,3696,4875,760,179
8855,3696,4889,756,175
8855,4425,5165,576,376
8856,3696,4956,854,56
8856,4425,4935,746,165
8857,4425,5045,1040,149
8857,3696,5094,1220,334
8867,306,4707,350,619
8868,306,4747,446,514
8872,3579,5225,555,426
8873,3579,4923,717,196
8873,2945,4742,1009,261
8874,3579,4544,945,439
8874,2945,4569,999,423
8876,449,4564,988,426
8877,449,4789,821,209
8878,449,4839,628,310
8879,449,4758,464,494
8880,449,4754,450,507
8881,4367,5111,1287,404
8881,449,4757,442,513
8882,449,4720,350,613
8882,4367,4924,825,97
8883,4367,4728,394,569
8883,449,4767,456,497
8884,449,4860,698,239
8885,449,4853,690,250
8886,449,4855,688,250
8887,449,4877,721,211
8888,449,4877,721,211
8889,449,4773,860,213
8891,3457,4948,742,165
8892,3457,5160,572,377
8893,3457,5243,663,356
8894,5342,4769,833,223
8894,3457,5338,903,356
8895,5342,4847,763,195
8895,3457,5357,1019,392
8896,5342,4940,694,214
8896,3457,5354,1044,397
8897,3457,5341,1059,390
8897,5342,5177,531,421
8898,3457,5341,1059,390
8899,3457,5341,1059,390
8900,3457,5332,1044,377
8901,3457,5332,1044,377
8902,1507,5116,464,460
8902,3457,5347,988,374
8903,3457,5253,701,339
8903,4110,5080,638,284
8903,1507,5260,524,471
8904,3457,5137,601,341
8904,1507,5260,524,471
8904,4110,4956,727,179
8905,4110,4956,727,179
8905,3667,5075,1216,325
8905,3457,4979,717,187
8906,4110,4956,727,179
8906,3999,5023,1079,178
8906,3667,4915,812,113
8906,3457,4913,611,301
8907,4110,4955,727,179
8907,3457,4887,607,312
8907,3999,4802,522,422
8907,3667,4915,812,113
8908,3457,4691,877,291
8908,4110,4904,763,160
8909,4110,4621,963,365
8911,2360,5107,1280,395
8912,2360,4878,717,214
8914,4096,5293,526,490
8914,3697,4668,906,313
8915,3697,4983,672,232
8915,4096,4944,769,140
8916,4096,4591,1030,410
8916,3697,5258,477,509
8917,1716,4586,966,400
8918,1716,4919,705,208
8919,1716,5283,427,564
8921,1271,5121,605,330
8922,1271,4948,738,169
8922,145,4643,937,339
8923,1271,4948,738,169
8923,145,4847,785,180
8924,1271,4948,738,169
8924,145,5109,593,336
8925,145,5419,363,696
8925,1271,4948,738,169
8926,1271,4858,798,162
8929,1837,5498,340,765
8930,1837,5190,558,403
8931,1675,5443,375,702
8931,1837,4823,816,181
8932,1675,5122,607,329
8932,1837,4523,1034,476
8933,1675,4801,839,192
8933,4445,4759,437,517
8934,4445,5117,1278,397
8934,4242,4706,883,276
8935,4242,4850,775,184
8936,4242,4850,779,181
8936,3607,4812,787,206
8937,3607,4844,763,196
8937,4242,4852,777,181
8938,4242,5014,640,266
8938,3607,4989,663,241
8938,5139,5475,346,745
8939,4242,5155,555,390
8939,3607,5427,355,706
8939,5139,5191,551,411
8940,2914,4586,968,400
8940,5139,4966,713,191
8940,4242,5156,555,391
8941,2914,4873,752,187
8941,4242,5279,758,332
8941,5139,4948,730,177
8942,2914,4845,769,191
8942,1685,4712,1258,444
8942,5139,4948,730,177
8942,4242,5354,1050,400
8943,1685,4845,1162,290
8943,5139,4947,727,181
8943,2914,4839,779,189
8944,5139,4807,823,192
8944,1685,4942,1088,188
8944,2914,4912,732,185
8945,2411,4748,835,243
8945,2914,5314,433,577
8945,1685,4939,1086,186
8946,5547,5149,578,366
8946,1685,4939,1086,186
8946,2411,4845,765,194
8947,1685,4942,1084,184
8947,2411,4847,775,186
8947,5547,4934,732,178
8948,2411,4847,775,186
8948,1685,4983,1053,148
8948,5547,4935,736,174
8949,1685,4984,1050,145
8949,2411,4937,719,190
8949,5547,4927,721,191
8950,5547,4841,775,191
8950,1549,4787,831,208
8950,1685,4984,1048,143
8950,2411,5278,471,525
8951,1292,5242,510,472
8951,1685,4983,1021,116
8951,1549,5145,529,409
8952,1292,4920,729,186
8952,1685,4907,816,116
8953,1292,4788,497,451
8953,1685,4739,879,243
8954,1292,4781,489,461
8954,5669,4691,903,290
8954,1685,4506,1052,497
8955,5669,5034,645,264
8955,1292,4781,489,461
8956,5669,5430,350,713
8956,1292,4834,603,335
8957,1292,4870,686,245
8958,278,4632,934,350
8958,1292,4870,686,245
8959,1292,4892,742,185
8959,278,4863,773,177
8960,278,4863,773,177
8960,1292,4892,742,185
8961,278,4863,773,177
8961,1292,4712,903,269
8962,278,4955,703,202
8963,278,5367,404,631
8966,4113,5459,729,508
8966,544,4540,1003,452
8967,544,4836,802,178
8967,4113,5251,730,320
8967,2936,5069,1212,319
8967,3906,5074,1228,335
8968,544,4742,877,241
8968,3906,5050,1204,307
8968,4113,5094,647,280
8968,2936,4919,856,78
8969,4113,4942,742,167
8969,3906,4929,891,54
8969,2936,4728,879,254
8970,4113,4942,742,167
8970,3906,4863,789,165
8971,3906,4564,1011,431
8971,5176,5039,1146,248
8971,4113,4942,742,167
8972,3458,4539,1001,453
8972,5176,4885,779,158
8972,4113,4942,742,167
8973,3458,4839,756,205
8973,4113,4858,802,160
8973,5176,4660,928,322
8974,3458,4994,653,251
8974,4113,4547,1032,452
8975,946,5464,344,739
8975,3458,5413,350,702
8976,946,5120,597,337
8977,946,4932,692,218
8978,946,4933,698,212
8978,450,5036,1131,232
8979,450,4860,680,254
8979,826,4653,918,328
8979,946,4933,676,233
8980,826,4855,771,183
8980,946,4864,730,209
8981,826,4854,771,184
8981,946,4642,912,339
8982,826,4854,769,185
8982,4225,5147,516,422
8983,826,4974,684,220
8983,4225,5141,522,414
8984,826,5341,421,602
8984,4225,5110,616,315
8985,4225,4939,740,169
8985,4370,4580,970,406
8986,4370,4845,781,183
8986,4225,4903,756,168
8987,4225,4903,756,168
8987,2564,4935,877,53
8987,4370,5101,576,349
8988,4225,4859,582,345
8988,2564,4761,504,457
8988,4370,5494,305,788
8989,4225,4829,489,442
8989,130,4561,999,430
8990,4225,4828,481,450
8990,130,4833,810,176
8991,4225,4814,456,478
8991,130,4860,789,167
8992,130,4884,765,169
8992,4225,4813,444,490
8993,4710,5160,580,370
8993,4225,4813,444,490
8993,130,4888,763,169
8994,4225,4813,444,490
8994,4710,4963,721,184
8994,130,4959,866,44
8995,4710,4963,721,184
8995,4225,4813,444,490
8995,130,5095,1210,325
8996,4710,4963,721,184
8996,4225,4813,444,490
8997,4710,4963,721,184
8997,4225,4788,413,527
8998,4710,4894,773,157
8998,4225,4802,529,415
8999,4710,4637,951,347
8999,5284,4601,961,384
8999,4225,4875,700,230
9000,5284,4875,765,175
9000,4225,4875,700,230
9001,4225,4964,864,44
9001,5284,4718,885,263
9001,2410,4940,313,593
9002,4225,5125,1235,360
9002,4679,5433,373,697
9002,2410,4959,346,559
9003,4679,5220,522,450
9004,4679,5102,611,317
9005,4679,4832,789,189
9005,4393,4809,816,193
9006,4393,5277,452,540
9006,4679,4594,959,391
9006,2654,4727,883,255
9007,2654,4858,808,156
9008,2654,4858,808,156
9008,3523,4732,866,252
9008,2789,5025,1104,203
9009,2654,4905,779,146
9009,2789,4902,781,147
9009,3523,4837,789,185
9010,2654,5162,574,376
9010,1829,4622,964,364
9010,2789,4902,765,160
9010,3523,5084,607,314
9011,1829,4927,736,176
9011,2789,5065,614,301
9011,3523,5368,406,631
9011,1445,4726,860,259
9012,2789,5337,421,599
9012,1445,4852,765,190
9012,1829,5132,591,347
9013,1829,5024,692,216
9013,1445,4852,765,190
9014,1445,4852,765,190
9014,3494,4746,1229,401
9014,1829,4954,727,179
9015,4167,5026,1111,211
9015,4527,4713,879,269
9015,1445,4852,765,190
9015,1829,4954,727,179
9015,3494,4908,1119,226
9016,1445,5006,642,264
9016,4167,4865,792,161
9016,3494,4948,912,34
9016,151,4823,798,190
9016,4527,4954,705,201
9016,1829,4858,796,164
9017,1445,5430,357,707
9017,3494,4912,802,124
9017,4950,4945,934,46
9017,151,5181,547,409
9017,4527,5346,421,605
9017,1829,4576,1005,417
9017,4167,4569,999,423
9018,3494,4907,806,123
9018,4950,4904,823,112
9019,4950,4893,763,166
9019,3494,4905,752,170
9020,4950,4893,763,166
9020,3494,4903,760,164
9021,4950,5104,576,350
9021,1354,5346,955,367
9021,3494,5054,611,302
9022,1354,5228,626,372
9022,3494,5092,392,524
9022,4950,5314,435,575
9023,1354,5210,597,382
9024,1354,5210,597,382
9025,1354,5193,591,378
9026,1354,5134,466,464
9028,869,5309,471,543
9028,1550,5082,1258,368
9028,3775,5248,524,465
9029,1550,4904,825,110
9029,51,5165,578,374
9029,869,5213,541,431
9029,3775,4917,783,138
9030,3775,5071,1140,252
9030,869,5208,545,425
9030,51,4935,783,130
9030,2429,4506,1019,488
9030,1550,4757,862,228
9031,1550,4652,949,332
9031,51,5087,1193,307
9031,869,5205,547,421
9031,2429,4786,821,212
9032,869,5117,609,325
9032,2429,4910,732,186
9033,869,4806,835,189
9033,2429,5301,448,556
9034,1945,4999,1063,159
9035,1945,4927,802,116
9036,1945,5062,1121,231
9042,2195,4559,982,429
9043,2195,4826,785,196
9044,1870,5382,413,633
9044,1206,5357,437,599
9044,3971,4792,823,206
9044,3893,5125,450,476
9044,2195,4827,783,196
9045,2195,4827,783,196
9045,3971,4817,802,193
9045,1206,5217,541,433
9045,3893,5440,353,717
9045,1870,5207,537,431
9046,1206,5092,628,297
9046,2195,4903,746,176
9046,350,5144,587,356
9046,1870,5090,620,304
9046,3971,4834,789,187
9047,1870,4924,740,174
9047,350,4947,730,177
9047,1206,4950,736,171
9047,3971,5059,632,283
9047,2195,5198,520,441
9048,1870,4731,879,251
9048,350,4782,845,208
9048,3971,5344,427,599
9048,1206,4783,850,205
9049,1206,4579,997,413
9049,4150,4555,988,434
9049,350,4567,997,424
9050,2101,4741,852,246
9050,4150,4849,790,174
9050,2269,4640,930,342
9051,2101,4813,800,198
9051,4150,4855,779,177
9051,5472,4504,1019,491
9051,1569,4723,891,258
9051,2269,4814,802,196
9052,2101,4853,779,179
9052,4812,5160,585,365
9052,2733,4746,850,241
9052,2269,4852,773,184
9052,5472,4817,783,204
9052,4150,4900,758,167
9052,4507,4751,848,237
9052,1569,4838,796,179
9053,4150,4900,758,167
9053,2733,4985,672,232
9053,4507,4995,665,240
9053,2101,5021,655,252
9053,4812,4801,818,200
9053,1569,4783,541,414
9053,2269,5099,589,336
9053,5472,5031,632,277
9054,5472,5284,477,523
9054,2101,5076,479,435
9054,2269,5472,322,760
9054,4507,5288,458,541
9054,1569,4718,369,596
9054,4150,4994,924,23
9054,2733,5248,495,489
9054,4812,4605,978,383
9055,4150,5105,1257,373
9055,454,4564,1026,435
9055,1569,4721,367,597
9056,943,5134,469,460
9056,454,4799,854,188
9056,1536,4761,843,229
9056,1569,4727,361,600
9057,943,5129,458,470
9057,1536,4845,779,185
9057,1569,4747,398,558
9057,454,4824,825,176
9058,454,4879,760,177
9058,1536,4791,848,198
9058,943,5129,458,470
9058,2671,5105,365,553
9058,1569,4748,404,552
9059,2671,5157,549,396
9059,1535,5387,406,642
9059,1569,4743,413,545
9059,943,5151,502,436
9059,454,5183,500,451
9060,1569,4743,415,544
9060,1535,5096,614,311
9060,3539,4744,854,242
9060,2671,5157,549,396
9060,3135,4527,1032,471
9060,943,5268,763,319
9061,2671,5149,545,396
9061,1569,4743,415,544
9061,1535,4971,692,212
9061,943,5358,1123,435
9061,3135,4807,827,191
9061,3539,4847,773,188
9062,3135,4848,808,164
9062,4561,4531,999,460
9062,3539,4847,773,188
9062,1569,4738,429,534
9062,2671,5175,549,404
9062,1535,4973,684,220
9063,1535,4973,682,222
9063,2528,4640,930,342
9063,4395,4678,914,303
9063,3135,4848,808,164
9063,1569,4738,431,532
9063,4561,4798,818,202
9063,3539,4847,773,188
9064,1535,4939,707,201
9064,1569,4738,431,532
9064,3539,5008,653,252
9064,3135,4848,808,164
9064,4395,4821,812,185
9064,4561,4798,816,203
9064,2528,4821,812,185
9065,3539,5480,321,767
9065,1535,4733,864,251
9065,4395,4841,800,175
9065,3135,4848,808,164
9065,2528,5016,659,248
9065,1569,4836,630,310
9065,4561,4823,792,194
9065,2228,4834,1148,284
9066,2528,5258,485,502
9066,4561,4994,655,249
9066,2228,4742,924,240
9066,4395,4869,790,160
9066,1535,4576,984,413
9066,3135,4885,804,139
9066,1569,5000,672,232
9067,2228,4591,988,399
9067,4561,5279,452,541
9067,3102,4781,1200,357
9067,4395,4995,986,82
9067,1569,5157,556,389
9067,3135,5028,1081,181
9068,1569,5154,551,393
9068,4395,5111,1272,389
9068,3102,4748,1026,263
9069,4395,5278,1251,455
9069,1569,5161,547,400
9069,3102,4652,941,331
9069,890,5366,431,609
9070,890,5048,659,254
9070,1569,5304,448,559
9070,4395,5397,1239,533
9071,890,4735,883,247
9072,3593,4650,935,333
9073,3593,4849,790,174
9074,3593,4852,808,161
9075,3593,4544,1042,458
9075,2092,4671,908,310
9076,2695,4722,879,260
9076,598,5389,408,642
9076,4761,4550,992,440
9076,2092,4848,787,178
9077,598,5079,640,282
9077,2092,4859,804,158
9077,4761,4873,740,196
9077,2695,5026,657,251
9078,2092,4702,905,279
9078,598,4947,730,177
9078,2844,5419,1266,567
9078,4761,5319,429,583
9078,2695,5139,481,451
9079,2695,5087,375,540
9079,598,4945,729,179
9079,2844,5415,1268,566
9080,598,4945,729,179
9080,2695,5049,394,514
9081,598,4945,729,179
9082,598,4811,827,187
9082,1871,4556,986,433
9083,1871,4824,796,190
9083,598,4550,1021,446
9084,1871,5062,620,295
9085,1871,5434,359,708
9086,4333,4763,912,218
9086,5010,4748,854,238
9087,4333,4797,839,195
9087,4498,5392,421,633
9087,5010,4786,825,211
9088,4498,5134,613,329
9088,1159,4599,964,387
9088,4333,4847,816,161
9088,5010,4793,821,205
9089,4498,4932,767,146
9089,4333,5026,653,255
9089,1159,4914,738,179
9089,5010,4999,661,244
9089,2117,5187,556,404
9090,2117,4960,717,188
9090,4498,5062,1088,200
9090,4333,5324,444,573
9090,5010,5353,415,614
9090,1159,5087,601,321
9091,2946,4880,1189,301
9091,2117,4951,725,182
9091,2196,4601,1282,535
9091,1159,5101,609,319
9091,507,5089,1222,334
9092,2117,4951,725,182
9092,1159,4951,730,176
9092,2946,4933,1119,220
9092,507,4883,719,210
9092,2196,4635,1286,515
9092,2636,5190,493,461
9093,2117,4951,725,182
9093,1159,4953,729,178
9093,2636,5454,346,731
9093,2196,4645,1295,515
9093,2946,4966,966,63
9094,97,4571,978,416
9094,2196,4633,1286,516
9094,329,5410,409,654
9094,3367,4697,893,284
9094,2946,4933,821,96
9094,2117,4809,835,185
9094,1159,4769,860,216
9095,97,4910,740,179
9095,329,5009,680,225
9095,2946,5100,1200,318
9095,4913,4877,705,225
9095,2196,4652,1237,468
9095,3367,5019,672,234
9095,2117,4545,1044,458
9096,97,5193,531,429
9096,4913,5101,1258,373
9096,329,4955,730,175
9096,3367,5326,446,573
9096,2196,4651,1286,504
9097,329,4950,744,163
9098,329,4950,750,157
9098,3683,4541,997,449
9099,329,4950,750,157
9099,3683,4602,949,381
9100,329,4863,810,151
9100,3994,5314,471,546
9100,5548,4747,1241,410
9100,3683,4607,945,376
9101,3994,5003,692,213
9101,329,4642,945,341
9101,4575,4662,910,319
9101,3683,4650,935,333
9101,5548,4968,1065,161
9102,1967,4518,1013,476
9102,4575,4833,787,189
9102,3994,4824,818,179
9102,3683,4652,943,331
9102,5548,4968,1065,161
9103,4575,4850,773,185
9103,3683,4652,951,332
9103,4245,5384,413,635
9103,5548,4980,1005,100
9103,3147,4744,371,583
9103,1967,4575,976,412
9103,5696,5395,406,648
9103,3994,4691,910,290
9104,3683,4653,961,332
9104,4245,5216,533,439
9104,5548,4986,997,93
9104,37,5222,547,431
9104,3147,4744,371,583
9104,4575,4850,773,185
9104,5696,5227,545,435
9104,1967,4577,980,411
9105,4575,4852,779,180
9105,37,5218,545,430
9105,1967,4580,984,409
9105,3683,4653,961,332
9105,4245,5216,533,439
9105,5696,5225,558,422
9105,5548,4988,995,91
9105,4553,4515,1017,479
9106,3683,4653,961,332
9106,4245,5102,614,314
9106,5548,4980,995,90
9106,4575,4950,709,197
9106,1967,4580,984,409
9106,37,5176,570,386
9106,5696,5126,624,315
9106,4553,4515,1017,479
9107,37,4942,721,187
9107,4553,4515,1017,479
9107,4575,5120,589,344
9107,4245,4768,848,220
9107,3683,4653,961,332
9107,5588,5455,390,699
9107,5548,4979,995,90
9107,5696,4864,763,183
9107,1967,4629,966,358
9108,4553,4515,1017,479
9108,5696,4662,934,320
9108,5588,5033,692,218
9108,4245,4571,995,420
9108,37,5023,1015,117
9108,5548,4994,995,91
9108,1967,4631,968,356
9108,3683,4653,961,332
9108,4575,5001,700,205
9109,4553,4515,1017,479
9109,5548,4995,994,90
9109,2004,4584,964,402
9109,4575,4947,732,175
9109,3683,4658,966,328
9109,5588,4918,829,98
9109,1967,4632,970,355
9110,5588,5097,1241,355
9110,4553,4515,1017,479
9110,1967,4632,970,355
9110,3683,4668,968,319
9110,4575,4943,738,170
9110,5548,4996,994,90
9110,2004,4824,790,194
9111,3683,4675,968,313
9111,5548,4998,994,90
9111,1446,4596,951,388
9111,2004,4833,789,188
9111,1967,4633,972,354
9111,4575,4943,738,170
9111,4553,4515,1017,479
9112,5548,4999,994,90
9112,2004,4885,748,183
9112,4553,4515,1017,479
9112,3683,4675,968,313
9112,1967,4633,972,354
9112,4575,4848,802,168
9112,1446,4803,804,204
9113,2004,5191,526,433
9113,5548,5000,992,89
9113,4575,4625,959,360
9113,1446,5106,587,340
9113,1355,5030,1053,156
9113,3683,4675,968,313
9113,1967,4687,918,294
9114,2004,5490,319,775
9114,1355,4934,848,73
9114,3683,4675,968,313
9114,4269,4766,835,226
9114,3103,4607,953,377
9114,5548,4948,881,40
9114,1967,4798,814,204
9114,5096,4777,827,218
9115,5096,4844,775,188
9115,2825,4808,1173,319
9115,1355,4894,769,161
9115,4269,4841,779,188
9115,1967,4799,810,205
9115,3103,4796,812,207
9115,5394,5048,1137,241
9115,3683,4675,968,313
9115,5548,4905,806,124
9116,5548,4804,539,406
9116,1967,4973,688,216
9116,5394,4890,763,167
9116,3103,4812,800,199
9116,2825,4975,906,6
9116,5096,4847,777,185
9116,1355,4735,864,250
9116,2402,5006,1061,158
9116,4269,4839,779,189
9116,3683,4675,968,313
9117,4269,4839,781,188
9117,5470,5066,1224,330
9117,2825,5000,655,250
9117,4699,4801,1160,312
9117,5096,4848,779,183
9117,3683,4675,968,313
9117,1967,5107,597,332
9117,5548,4713,334,630
9117,2402,4892,798,139
9117,3103,4812,800,199
9117,1355,4514,1003,478
9118,3365,5033,1090,192
9118,5470,4963,976,74
9118,5548,4766,425,525
9118,2402,4715,897,267
9118,4269,4910,732,186
9118,4699,4742,1011,262
9118,5096,4953,703,203
9118,3103,4831,783,193
9118,2825,5366,398,635
9118,3683,4668,980,322
9118,1967,5065,638,279
9119,4699,4736,995,262
9119,3683,4762,864,223
9119,5470,4904,839,101
9119,5096,5298,454,550
9119,1967,4968,709,195
9119,5548,4885,672,251
9119,3365,4837,622,317
9119,3103,5104,587,339
9119,4269,5237,498,479
9119,2402,4581,992,409
9120,1967,4965,713,192
9120,4699,4716,959,271
9120,5470,4798,835,196
9120,3683,4812,802,198
9120,5548,4882,686,240
9120,2471,4737,858,248
9121,5548,4893,727,198
9121,5122,4589,957,396
9121,1967,4907,756,166
9121,4699,4708,935,274
9121,3683,4838,787,185
9121,5470,4670,930,312
9121,2471,4823,798,190
9121,1832,5388,411,639
9122,3442,4569,997,423
9122,5548,4887,736,193
9122,1967,4749,874,234
9122,4699,4695,912,287
9122,1832,5216,531,440
9122,5656,4551,999,440
9122,5122,4811,806,197
9122,2471,4816,787,203
9122,3683,5009,642,264
9123,5548,4772,860,214
9123,5656,4776,835,217
9123,1967,4728,887,253
9123,3470,4663,906,318
9123,5122,4829,798,185
9123,4699,4577,994,413
9123,1832,5216,529,442
9123,2471,4817,787,202
9123,3442,4814,816,189
9123,3683,5256,475,509
9123,3618,5394,409,644
9124,3618,5217,526,446
9124,3470,4883,752,181
9124,2471,4860,767,183
9124,5548,4545,1028,453
9124,5656,4797,819,203
9124,1967,4723,889,258
9124,5122,4870,771,173
9124,3442,4826,798,188
9124,1832,5124,599,336
9125,5656,4990,669,236
9125,1967,4540,1032,459
9125,3618,4940,725,184
9125,3442,5036,640,270
9125,5122,5090,599,324
9125,1832,4845,789,178
9125,3470,4895,744,182
9125,2471,5139,564,374
9126,3618,4802,819,198
9126,1806,4656,932,326
9126,3442,5379,392,648
9126,5122,5398,388,663
